GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
KY000025	1	220031	55.13223137	rep_cluster_490,rep_cluster_553	001856__NC_002147_00021,001927__CP016451_00026	MOBQ,MOBP	CP015748_00042,CP039893_00062	MPF_T	NC_010929_00214,NC_002377_00179,NC_010929_00153,NC_002377_00161,NC_010929_00150,NC_002377_00157,NC_010929_00147,NC_011990_00129,NC_011984_00206	-	-	Conjugative	KY000025	0	2116	KY000025	1364	1467	1574	1732	1922	2182	2471	2792	3132	3534	5257
KY000026	1	228503	55.38264268	rep_cluster_553,rep_cluster_490	001927__CP016451_00026,001856__NC_002147_00021	MOBP,MOBQ	CP039893_00062,NC_002377_00032	MPF_T	NC_011984_00206,NC_011990_00129,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179,NC_010929_00214	-	-	Conjugative	KY000026	0	2117	KY000026	1364	1467	1574	1732	1922	2182	2471	2793	3133	3535	5261
KY000027	1	197348	56.09431056	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011982_00266,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000027	0	4965	KY000027	1018	1057	1104	1173	1255	1356	1469	1574	1735	1947	2739
KY000028	1	193011	56.06416215	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011982_00266,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000028	0	4965	KY000028	1018	1057	1104	1173	1255	1356	1469	1574	1735	1947	2738
KY000030	1	191583	54.57269173	rep_cluster_352	001667__CP021214	MOBP	CP039893_00062	MPF_T	NC_011982_00266,NC_002377_00104,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179,NC_002377_00029	-	-	Conjugative	KY000030	0	2114	KY000030	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9599
KY000031	1	204033	55.94977283	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011982_00266,NC_011990_00129	MOBQ	CP019561	Conjugative	KY000031	0	4965	KY000031	1018	1057	1104	1173	1255	1356	1469	1574	1735	1947	2740
KY000032	1	193028	54.64906646	rep_cluster_553,rep_cluster_490	001927__CP016451_00026,001856__NC_002147_00021	MOBP,MOBQ	CP039893_00062,NC_011982_00108	MPF_T	NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_010929_00214	-	-	Conjugative	KY000032	0	2117	KY000032	1364	1467	1574	1732	1922	2182	2471	2793	3134	3537	5264
KY000033	1	185264	58.08791778	-	-	MOBQ,MOBQ	NC_016814_00131,NC_002575_00134	MPF_T	NC_002575_00131,NC_009621_00340,NC_019555_00155,NC_010841_00159,NC_011982_00179,NC_010841_00162,NC_011982_00176,NC_002575_00190,NC_011982_00166	-	-	Conjugative	KY000033	0	136	KY000033	458	474	490	515	546	580	613	648	710	796	1123
KY000034	1	182368	58.03485261	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011984_00206,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000034	0	4963	KY000034	1018	1057	1104	1173	1255	1356	1469	1574	1734	1945	2734
KY000035	1	189226	55.97592297	rep_cluster_553,rep_cluster_490	001927__CP016451_00026,001856__NC_002147_00021	MOBP,MOBQ	CP039893_00062,NC_011982_00108	MPF_T	NC_011984_00206,NC_011990_00129,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179,NC_010929_00214	-	-	Conjugative	KY000035	0	2117	KY000035	1364	1467	1574	1732	1922	2182	2471	2793	3133	3535	5259
KY000036	1	180882	58.00743026	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011984_00206,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000036	0	4963	KY000036	1018	1057	1104	1173	1255	1356	1469	1574	1734	1945	2735
KY000037	1	139561	55.4022972	rep_cluster_352	001667__CP021214	MOBP	CP039893_00062	MPF_T	NC_011982_00266,NC_002377_00104,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179	-	-	Conjugative	KY000037	0	2115	KY000037	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10809
KY000038	1	214064	57.26418267	-	-	MOBQ,MOBQ	NC_016814_00131,NC_002575_00134	MPF_T	NC_010841_00159,NC_011982_00179,NC_010841_00162,NC_011982_00176,NC_002575_00190,NC_011982_00166,NC_002575_00131,NC_009621_00340,NC_019555_00155	-	-	Conjugative	KY000038	0	136	KY000038	458	474	490	515	546	580	614	649	711	797	1125
KY000039	1	204399	58.18864084	rep_cluster_490	001856__NC_002147_00021	MOBQ	KY000060_00155	MPF_T	NC_011984_00206,NC_010865_00170,NC_002147_00105,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00185	-	-	Conjugative	KY000039	0	4965	KY000039	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2765
KY000041	1	206707	55.99423338	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_003065_00185,NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176	-	-	Non-mobilizable	KY000041	0	4965	KY000041	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2743
KY000042	1	238492	56.79393858	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105,NC_011990_00129,NC_011984_00206	-	-	Non-mobilizable	KY000042	0	4963	KY000042	1018	1057	1104	1173	1255	1356	1469	1574	1733	1943	2730
KY000044	1	203551	55.95108843	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206	-	-	Non-mobilizable	KY000044	0	4965	KY000044	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2745
KY000045	1	214986	57.74422521	-	-	MOBQ	KY000045_00072	MPF_T	NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105,NC_011990_00129,NC_011984_00206	-	-	Conjugative	KY000045	0	4963	KY000045	1018	1057	1104	1173	1255	1356	1469	1574	1733	1942	2720
KY000046	1	178205	56.36991106	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000046	0	4965	KY000046	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2746
KY000047	1	185402	56.01989191	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000047	0	4965	KY000047	1018	1057	1104	1173	1255	1356	1469	1574	1734	1946	2736
KY000048	1	217843	56.77391516	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105	-	-	Non-mobilizable	KY000048	0	4963	KY000048	1018	1057	1104	1173	1255	1356	1469	1574	1733	1942	2724
KY000049	1	218205	56.81354689	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105	-	-	Non-mobilizable	KY000049	0	4963	KY000049	1018	1057	1104	1173	1255	1356	1469	1574	1733	1942	2726
KY000050	1	177135	55.81449177	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000050	0	4965	KY000050	1018	1057	1104	1173	1255	1356	1469	1574	1734	1946	2737
KY000051	1	216754	56.68453639	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_003065_00185,NC_011984_00206,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176	MOBQ	CP019561	Conjugative	KY000051	0	4963	KY000051	1018	1057	1104	1173	1255	1356	1469	1574	1734	1945	2732
KY000052	1	217804	56.77811243	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105,NC_011990_00129,NC_011984_00206,NC_003065_00185	-	-	Non-mobilizable	KY000052	0	4963	KY000052	1018	1057	1104	1173	1255	1356	1469	1574	1733	1942	2728
KY000053	1	217655	56.79998162	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105	-	-	Non-mobilizable	KY000053	0	4963	KY000053	1018	1057	1104	1173	1255	1356	1469	1574	1733	1942	2725
KY000054	1	218289	56.74220872	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171	-	-	Non-mobilizable	KY000054	0	4963	KY000054	1018	1057	1104	1173	1255	1356	1469	1574	1733	1942	2729
KY000055	1	217272	56.74224014	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105,NC_011990_00129,NZ_AFSD01000008_00062	-	-	Non-mobilizable	KY000055	0	4963	KY000055	1018	1057	1104	1173	1255	1356	1469	1574	1733	1942	2727
KY000056	1	159663	56.4100637	rep_cluster_490	001856__NC_002147_00021	MOBQ,MOBP	NC_011990_00065,KY000056_00160	MPF_T	NC_011982_00166,NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_010841_00159,NC_011982_00179,NC_010841_00162,NC_011982_00176,NC_002575_00190	-	-	Conjugative	KY000056	0	4961	KY000056	1018	1057	1104	1174	1256	1357	1470	1576	1738	1952	2769
KY000057	1	203533	55.9580019	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000057	0	4965	KY000057	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2744
KY000058	1	185662	56.35348106	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000058	0	4964	KY000058	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2758
KY000059	1	186866	56.31522053	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000059	0	4964	KY000059	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2750
KY000060	1	218220	56.75419302	rep_cluster_490	001856__NC_002147_00021	MOBQ,MOBP	KY000060_00155,KY000056_00160	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_010841_00159,NC_011982_00179,NC_010841_00162,NC_011982_00176,NC_002575_00190,NC_011982_00166	-	-	Conjugative	KY000060	0	4962	KY000060	2604	2745	2901	3114	3379	3727	4152	4763	5560	6756	14004
KY000062	1	237718	57.02050329	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000062	0	4964	KY000062	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2752
KY000063	1	177558	56.05604929	rep_cluster_490	001858__CP000630_00134	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000063	0	4964	KY000063	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2761
KY000064	1	187163	56.30653495	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000064	0	4964	KY000064	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2753
KY000065	1	183209	56.23413697	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_009621_00340	-	-	Non-mobilizable	KY000065	0	4964	KY000065	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2757
KY000066	1	194466	56.46436909	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_010865_00170,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206	-	-	Non-mobilizable	KY000066	0	4964	KY000066	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2759
KY000067	1	206579	56.20658441	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011984_00206,NC_002377_00104,NC_003065_00132,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Conjugative	KY000067	0	4964	KY000067	1018	1057	1104	1173	1255	1356	1469	1574	1735	1949	2766
KY000068	1	200539	56.58600073	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000068	0	4964	KY000068	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2764
KY000069	1	209570	56.77387031	rep_cluster_490,rep_cluster_593	001856__NC_002147_00021,002020__CP007070_00014	-	-	MPF_T	NZ_AFSD01000008_00062,NC_011984_00206,NC_011990_00129,NC_002377_00104,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000069	0	4964	KY000069	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2763
KY000070	1	186980	56.34238956	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000070	0	4964	KY000070	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2756
KY000071	1	211026	56.28879854	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000071	0	4964	KY000071	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2754
KY000072	1	246934	56.90832368	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000072	0	4964	KY000072	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2760
KY000073	1	201992	56.55620025	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000073	0	4964	KY000073	1018	1057	1104	1173	1255	1356	1469	1574	1735	1948	2762
KY000074	1	215564	54.17463027	rep_cluster_553,rep_cluster_490	001927__CP016451_00026,001856__NC_002147_00021	MOBP,MOBQ	CP039893_00062,NC_011982_00108	MPF_T	NC_010865_00164,NC_002377_00104,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_010929_00153,NC_002377_00179,NC_010929_00214	-	-	Conjugative	KY000074	0	2117	KY000074	1364	1467	1574	1732	1922	2182	2471	2793	3134	3538	5265
KY000075	1	231210	56.2804377	rep_cluster_592	002017__CP007238_00110	MOBQ,MOBQ	CP015748_00042,NC_011982_00108	MPF_T	NC_011982_00105,NC_011982_00166,NC_002575_00190,NC_011982_00176,NC_010841_00162,NC_011982_00179,NC_010841_00159,NC_011982_00266,NC_002377_00104	-	-	Conjugative	KY000075	0	4973	KY000075	333	346	358	377	402	426	448	474	509	557	803
KY007017	1	135661	50.60555355	IncFIA,IncFIC,IncFIB	000136__AP014877_00014,CP014493_00001,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_010719_00096,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	CP016042	Conjugative	KY007017	0	760	KY007017	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
KY012274	1	60923	42.35346257	IncI2	KY693674	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY012274	0	1143	KY012274	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8121
KY012275	1	65216	42.25496811	IncI2	KJ460501	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019115_00018	-	-	Conjugative	KY012275	0	1143	KY012275	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7761
KY012276	1	33287	41.8421606	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	KY012276	0	1146	KY012276	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7964
KY014464	1	156867	51.94655345	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_012885_00167,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077	MOBH	KX356458	Conjugative	KY014464	0	153	KY014464	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	11576
KY014465	1	136475	51.97435428	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	MOBH	JQ319772	Conjugative	KY014465	0	152	KY014465	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9956
KY014466	1	156677	52.3733541	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_012885_00167,NC_023291_00077,NC_012885_00091,NC_012885_00088,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071	MOBH	JQ319772	Conjugative	KY014466	0	152	KY014466	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10619
KY018597	1	2191	37.15198539	rep_cluster_1279	000593__KY018597	-	-	-	-	-	-	Non-mobilizable	KY018597	0	6145	KY018597	1058	1097	1144	1214	1296	1398	1511	1621	1785	2004	2831
KY018598	1	3007	30.62853342	rep_cluster_987	002468__KY018598	-	-	-	-	-	-	Non-mobilizable	KY018598	0	6146	KY018598	1057	1096	1143	1213	1295	1397	1510	1620	1784	2003	2830
KY019258	1	249152	46.50855703	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00207,NC_005211_00200,NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006,NC_005211_00005	MOBH	NC_004966	Conjugative	KY019258	0	920	KY019258	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
KY020154	1	142876	54.35062572	IncFII,rep_cluster_2272,IncFIB	000122__JQ418538,CP042519_00001,000107__CP014778_00094	MOBF	NC_021501_00073	MPF_F	NC_021501_00097,NC_006323_00096,NC_006323_00097,NC_009378_00101,NC_006323_00105,NC_021501_00085,NC_021501_00084,NC_021501_00083,NC_006323_00113,NC_021501_00076,NC_021501_00074	-	-	Conjugative	KY020154	0	1033	KY020154	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
KY041843	1	45346	46.55537423	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	KY041843	0	1087	KY041843	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9591
KY051550	1	79147	53.35641275	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	KY051550	0	904	KY051550	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10016
KY075650	1	121454	43.68896866	IncI2,rep_cluster_2244,IncFIB,IncI2	AP017614,CP033091_00053,000096__NC_019117_00097,AP002527	MOBP	CP016547_00082	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_019039_00065	-	-	Conjugative	KY075650	0	1143	KY075650	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8189
KY075651	1	64078	42.94141515	IncI2,IncI2	AP017614,AP002527	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY075651	0	1143	KY075651	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7884
KY075652	1	33302	41.83232238	IncX4	000224__NC_022105_00002	MOBP	KY075652_00033	MPF_T	NC_013718_00044,NC_013718_00045,NC_021079_00038	-	-	Conjugative	KY075652	0	1146	KY075652	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7973
KY075653	1	33309	41.84154433	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_015054_00018,NC_021079_00038	-	-	Conjugative	KY075653	0	1146	KY075653	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7963
KY075654	1	61908	42.40647412	IncI2,IncI2	KY693674,AP002527	MOBP	NC_022520_00030	MPF_T	NC_019039_00065	-	-	Conjugative	KY075654	0	1143	KY075654	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7186
KY075655	1	33292	41.81485041	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_013718_00045,NC_021079_00038	-	-	Conjugative	KY075655	0	1146	KY075655	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7977
KY075656	1	60694	42.47866346	IncI2,IncI2	AP017614,AP002527	MOBP	KY075656_00025	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY075656	0	1143	KY075656	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8182
KY075657	1	62072	42.69719036	IncI2,IncI2	AP017614,AP002527	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY075657	0	1143	KY075657	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8138
KY075658	1	62067	42.69257415	IncI2,IncI2	AP017614,AP002527	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY075658	0	1143	KY075658	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8137
KY075659	1	241033	46.24802413	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00207,NC_005211_00200,NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006,NC_005211_00005	MOBH	NC_004966	Conjugative	KY075659	0	920	KY075659	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
KY075660	1	33305	41.83155682	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_013718_00045,NC_021079_00038	-	-	Conjugative	KY075660	0	1146	KY075660	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7971
KY075661	1	64857	42.784896	IncI2,IncI2	AP017614,AP002527	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY075661	0	1143	KY075661	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8065
KY075662	1	62813	42.71249582	IncI2,IncI2	AP017614,AP002527	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063	-	-	Conjugative	KY075662	0	1143	KY075662	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7883
KY086101	1	4196	25.81029552	rep_cluster_594	002021__JX668988	-	-	-	-	-	-	Non-mobilizable	KY086101	0	3499	KY086101	992	1030	1071	1137	1212	1309	1418	1520	1668	1867	2612
KY093013	1	134521	52.56651378	IncFII,rep_cluster_1418	000124__KP125893_00142,000759__NC_013950_00034	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	KY093013	0	2342	KY093013	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9654
