GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
KX785328	1	25634	32.53491457	Inc18	000084__NC_012923_00010	-	-	-	-	-	-	Non-mobilizable	KX785328	0	4899	KX785328	4090	4395	4705	5044	5441	5909	6472	7211	8202	9672	14867
KX785329	1	8354	37.35934881	-	-	-	-	-	-	-	-	Non-mobilizable	KX785329	0	6148	KX785329	3740	4003	4255	4530	4866	5252	5717	6360	7263	8664	13612
KX786187	1	165469	52.72709692	rep_cluster_2183,IncFII	CP033468_00001,CP000670	MOBP,MOBF	NC_021819_00066,NC_021501_00073	MPF_F	NC_021501_00097,NC_006323_00096,NC_006323_00097,NC_009378_00101,NC_006323_00105,NC_021501_00085,NC_021501_00084,NC_021501_00083,NC_006323_00113,NC_021501_00076,NC_021501_00074	-	-	Conjugative	KX786187	0	1023	KX786187	2330	2501	2659	2816	3021	3252	3511	3863	4286	4865	7031
KX786648	1	141647	51.91002986	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	MOBH	HG428760	Conjugative	KX786648	0	930	KX786648	2422	2611	2790	2970	3218	3502	3836	4302	4946	5889	9287
KX807610	1	110983	53.17030536	IncFII,IncQ1,IncFIB	000114__CP015527,000195__NC_013728_00014,000101__NZ_CP012345_00042	-	-	MPF_F	NC_019112_00063,NC_019094_00090,NC_019002_00072,NC_022651_00077	-	-	Non-mobilizable	KX807610	0	21	KX807610	2347	2520	2680	2841	3051	3286	3548	3909	4342	4933	7155
KX810025	1	37639	35.46852998	rep_cluster_889	002366__KY595966_00031	-	-	-	-	-	-	Non-mobilizable	KX810025	0	3137	KX810025	4170	4488	4811	5163	5584	6084	6681	7456	8497	10029	15359
KX810026	1	26648	35.32722906	Inc18,rep_cluster_1118	AF007787,000390__NC_002096_00001	-	-	-	-	-	-	Non-mobilizable	KX810026	0	3133	KX810026	4170	4488	4811	5163	5583	6082	6678	7450	8489	10016	15330
KX810825	1	339962	47.43000688	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00207,NC_005211_00200,NC_005211_00030,NC_021845_00017,NC_009838_00006,NC_005211_00005	MOBH	NC_017484	Conjugative	KX810825	0	922	KX810825	2429	2620	2801	2986	3237	3529	3872	4352	5034	6109	9877
KX815983	1	172265	50.64174382	IncC,IncX1	000092__CP025470,000217__NC_019106_00041	MOBP,MOBH	NC_019096_00001,NC_012885_00072	MPF_T	NC_017624_00009,NC_010860_00022,NC_019067_00043,NC_013503_00034,NC_023277_00163,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071,NC_012885_00167	-	-	Conjugative	KX815983	0	158	KX815983	2422	2611	2790	2970	3218	3502	3836	4301	4942	5874	9230
KX832926	1	43191	37.21377139	-	-	-	-	-	-	-	-	Non-mobilizable	KX832926	0	5965	KX832926	2148	2303	2444	2581	2755	2950	3170	3462	3819	4310	6179
KX832927	1	244116	47.91533533	rep_cluster_1506	000848__KX832927	MOBH,MOBH	NC_022589_00035,NC_012885_00072	MPF_F	NC_022589_00004,NC_022589_00016,NC_022589_00017,NC_022589_00020,NC_022589_00022,NC_022589_00024,NC_022589_00025,NC_022589_00031,NC_023291_00077,NC_012885_00091,NC_012885_00088,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071	-	-	Conjugative	KX832927	0	154	KX832927	2422	2611	2790	2970	3218	3501	3834	4292	4925	5850	9194
KX832928	1	54712	39.63298728	rep_cluster_1220	000516__KX832928_00016	MOBQ	NC_020818_00001	MPF_T	NC_019268_00030,NC_019268_00036,NC_019268_00037,NC_019268_00038	MOBQ	NC_019342	Conjugative	KX832928	0	2405	KX832928	2033	2169	2301	2424	2585	2761	2949	3200	3467	3836	5532
KX832929	1	90666	37.46167251	rep_cluster_1506	000848__KX832927	MOBH	NC_022589_00035	MPF_F	NC_022589_00004,NC_022589_00016,NC_022589_00017,NC_022589_00020,NC_022589_00022,NC_022589_00024,NC_022589_00025,NC_022589_00031	-	-	Conjugative	KX832929	0	2628	KX832929	2413	2602	2781	2961	3206	3487	3819	4274	4900	5817	9153
KX833071	1	46161	46.64543662	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	KX833071	0	1087	KX833071	2401	2590	2767	2947	3187	3467	3793	4243	4838	5710	8881
KX833209	1	108998	50.56698288	IncFIB	000104__CP010386_00052	-	-	-	-	-	-	Non-mobilizable	KX833209	0	1200	KX833209	2122	2272	2412	2547	2720	2909	3124	3402	3714	4168	6010
KX833210	1	40835	34.92347251	-	-	-	-	-	-	-	-	Non-mobilizable	KX833210	0	6147	KX833210	1205	1276	1330	1370	1429	1482	1551	1670	1793	1969	2618
KX833212	1	38266	40.63659646	IncX1	000216__CP009767_00121	MOBP	NC_019096_00001	MPF_T	NC_023277_00163,NC_019046_00026,NC_019067_00043,NC_010860_00022,NC_017624_00009	MOBP	CP007677	Conjugative	KX833212	0	41	KX833212	2463	2662	2856	3063	3341	3674	4084	4651	5465	6734	11189
KX839207	1	299858	48.12111066	IncU	000212__CP012556_00176	MOBH	NC_018107_00109	MPF_F	NC_023911_00309,NC_018107_00235,NC_016980_00099,NC_018107_00216,NC_016980_00110,NC_018107_00101,NC_016980_00240	-	-	Conjugative	KX839207	0	2392	KX839207	2424	2613	2792	2974	3222	3506	3844	4313	4967	5955	9492
KX839208	1	187349	52.74114087	IncFII,rep_cluster_2183,IncFIB	000132__HG969996,CP017721_00179,000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021231_00085,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	KX839208	0	2352	KX839208	2450	2648	2841	3038	3304	3622	4010	4556	5319	6514	10601
KX839209	1	95701	51.80928099	IncFIC,IncFIA	AY458016,MK878891_00042	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBP	AP014804	Conjugative	KX839209	0	110	KX839209	2377	2560	2729	2903	3139	3406	3707	4131	4693	5507	8440
KX839210	1	18266	56.4929377	-	-	-	-	-	-	-	-	Non-mobilizable	KX839210	0	2665	KX839210	2304	2473	2627	2783	2981	3205	3459	3801	4218	4790	6940
KX853854	1	79797	33.77445267	rep_cluster_153	000892__AB611033_00005	MOBP	NC_016967_00053	MPF_T	NC_007594_00029,KX853854	-	-	Conjugative	KX853854	0	4224	KX853854	4189	4507	4833	5186	5611	6117	6721	7504	8551	10093	15432
KX856065	1	187257	46.93656312	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	-	-	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	-	-	Non-mobilizable	KX856065	0	920	KX856065	2429	2620	2801	2986	3237	3529	3872	4351	5028	6064	9690
KX856066	1	238539	46.19957324	IncN,IncHI2A,rep_cluster_1088	000155__CP018649,BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00200,NC_005211_00207,NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	MOBH	NC_004966	Conjugative	KX856066	0	920	KX856066	2429	2620	2801	2986	3237	3529	3872	4351	5028	6076	9806
KX856067	1	60035	42.45190306	IncI2	AP017614	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KX856067	0	1143	KX856067	2459	2658	2852	3058	3334	3664	4071	4637	5443	6697	11107
KX856068	1	60859	42.45222564	IncI2	AP017614	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KX856068	0	1143	KX856068	2459	2658	2852	3058	3334	3664	4071	4637	5443	6697	11073
KX858825	1	89970	49.45315105	IncFII	CP019890_00139	-	-	MPF_F	NC_014107_00125,NC_014107_00126,NC_014107_00127,NC_009425_00108,NC_014107_00135	-	-	Non-mobilizable	KX858825	0	973	KX858825	2281	2445	2596	2748	2943	3162	3408	3744	4150	4708	6838
KX859226	1	2022	37.68545994	rep_cluster_689	002157__NC_011136_00001	-	-	-	-	-	-	Non-mobilizable	KX859226	0	3652	KX859226	3792	4057	4310	4589	4927	5316	5789	6446	7371	8803	13816
KX863568	1	35840	58.43191964	IncP	000173__NC_007100_00053	MOBQ	KJ541068_00004	-	-	-	-	Mobilizable	KX863568	0	2668	KX863568	2304	2471	2623	2777	2975	3197	3449	3791	4205	4776	6922
KX863569	1	47640	50.66330814	IncN	000152__NZ_CP011646_00085	MOBF	NC_015872_00034	MPF_T	NC_015872_00033,NC_015872_00005,NC_015872_00006,NC_015872_00007,NC_015872_00010,NC_015872_00011	-	-	Conjugative	KX863569	0	1063	KX863569	2412	2601	2780	2960	3204	3485	3816	4269	4890	5802	9127
KX863570	1	45943	54.02346386	IncR	000204__CP008701_00115	-	-	-	-	-	-	Non-mobilizable	KX863570	0	861	KX863570	2443	2641	2829	3022	3280	3583	3943	4450	5154	6284	10197
KX868552	1	77843	54.30674563	IncFII,rep_cluster_2183	000122__JQ418538,CP033468_00001	MOBF	NC_021501_00073	MPF_F	NC_021501_00097,NC_006323_00096,NC_006323_00097,NC_009378_00101,NC_006323_00105,NC_021501_00085,NC_021501_00084,NC_021501_00083,NC_006323_00113,NC_021501_00074	-	-	Conjugative	KX868552	0	1026	KX868552	2332	2503	2661	2819	3025	3258	3519	3876	4307	4894	7089
KX868553	1	12506	59.6193827	rep_cluster_2335	KU302809_00001	-	-	-	-	MOB_unknown	NC_017722	Mobilizable	KX868553	0	2397	KX868553	2257	2417	2564	2711	2896	3103	3337	3656	4049	4591	6664
KX869741	1	177037	52.11057576	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KX869741	0	152	KX869741	2422	2611	2790	2970	3218	3502	3836	4302	4950	5928	9434
KX880944	1	97386	47.75018997	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	KX880944	0	1182	KX880944	2133	2285	2425	2562	2735	2927	3145	3429	3758	4227	6084
KX881941	1	49591	51.1342784	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_022375_00024,NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_011617_00041,NC_009131_00030	MOBF	NZ_CP015914	Conjugative	KX881941	0	916	KX881941	2411	2600	2779	2959	3202	3483	3811	4262	4870	5760	9000
KX889311	1	30361	62.61322091	IncP	000169__CP016835_00012	MOBQ	KX889311_00035	MPF_T	NC_022242_00031	-	-	Conjugative	KX889311	0	2654	KX889311	2317	2487	2644	2801	3005	3235	3493	3845	4266	4842	6995
KX893538	1	133709	53.90811389	rep_cluster_1269	000582__NC_021250_00072	MOBP	JX891462	MPF_I	NC_021250_00013,NC_021250_00033,NC_021250_00039,NC_021250_00075,NC_021250_00076,NC_021250_00079,NC_021250_00083	-	-	Conjugative	KX893538	0	5905	KX893538	1904	2033	2152	2267	2412	2570	2740	2971	3224	3568	5174
KX912253	1	108672	51.1842977	IncR,IncFII	000207__CP025517,CP019890_00139	MOBF	NC_014107_00160	MPF_F	NC_014107_00159,NC_014107_00155,NC_014107_00154,NC_014107_00146,NC_014107_00145,NC_014107_00139,NC_014107_00137,NC_014107_00135,NC_009425_00108,NC_014107_00127,NC_014107_00126,NC_014107_00125	-	-	Conjugative	KX912253	0	970	KX912253	2280	2443	2594	2746	2939	3157	3400	3735	4140	4696	6826
KX912254	1	9016	61.72360248	IncQ2	000201__KJ631731_00005	MOBP	NC_019262_00003	-	-	-	-	Mobilizable	KX912254	0	1241	KX912254	2204	2360	2503	2642	2820	3021	3252	3560	3934	4451	6367
KX912255	1	25354	59.12676501	IncP	000171__KX912255_00001	MOBP	NC_003124_00014	-	-	-	-	Mobilizable	KX912255	0	2660	KX912255	2268	2430	2580	2731	2924	3139	3379	3711	4114	4667	6787
KX928750	1	65595	51.05572071	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_009131_00030,NC_022375_00024	MOBF	NZ_CP016498	Conjugative	KX928750	0	915	KX928750	2411	2600	2779	2959	3202	3483	3811	4262	4877	5777	9045
KX928751	1	68482	51.08933734	IncN	000155__CP018649	MOBF	KX928751_00075	MPF_T	NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_009131_00030,NC_022375_00024	MOBF	NZ_CP016498	Conjugative	KX928751	0	915	KX928751	2411	2600	2779	2959	3202	3483	3811	4262	4877	5777	9046
KX928752	1	216976	50.31247696	IncY,IncFIA,IncFIC,IncFIA,IncFIB	000230__CP009168_00001,000136__AP014877_00014,CP014493_00001,000094__NZ_CP015070_00117,000096__NC_019117_00097	MOBF,MOBF	NC_011980_00044,CP008715_00128	MPF_F	08-5333_00200,NC_008460_00107,NC_019094_00068,NC_008460_00097,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	NZ_CM001473	Conjugative	KX928752	0	763	KX928752	2377	2560	2729	2902	3130	3387	3676	4076	4603	5378	8224
KX946994	1	8300	61.60240964	IncQ2	KX946994_00006	MOBP	NC_019262_00003	-	-	-	-	Mobilizable	KX946994	0	1243	KX946994	2204	2360	2503	2642	2820	3022	3253	3563	3938	4457	6381
KX957968	1	187130	44.5289371	rep_cluster_1134	000413__KX957972	MOBH	NC_016983_00061	MPF_F	NC_016983_00062,NC_016983_00068,NC_016983_00069,NC_016983_00071,NC_016983_00076,NC_016983_00079,NC_016983_00081,NC_016983_00200	-	-	Conjugative	KX957968	0	4210	KX957968	2228	2384	2528	2672	2852	3056	3287	3598	3975	4496	6473
KX957969	1	206274	45.25388561	rep_cluster_1254,rep_cluster_1134	000562__KT346360_00001,000413__KX957972	MOBH	NC_016983_00061	MPF_F	NC_016983_00062,NC_016983_00068,NC_016983_00069,NC_016983_00071,NC_016983_00076,NC_016983_00079,NC_016983_00081,NC_016983_00200	-	-	Conjugative	KX957969	0	4210	KX957969	2228	2384	2528	2672	2852	3056	3287	3598	3975	4495	6470
KX957970	1	194479	45.49745731	rep_cluster_1254,rep_cluster_1134	000562__KT346360_00001,000413__KX957972	MOBH	NC_016983_00061	MPF_F	NC_016983_00062,NC_016983_00068,NC_016983_00069,NC_016983_00071,NC_016983_00076,NC_016983_00079,NC_016983_00081,NC_016983_00200	-	-	Conjugative	KX957970	0	4210	KX957970	2228	2384	2528	2672	2852	3056	3287	3598	3975	4495	6471
KX957972	1	163005	43.44283918	rep_cluster_1134	000413__KX957972	MOBH	NC_016983_00061	MPF_F	NC_016983_00062,NC_016983_00068,NC_016983_00069,NC_016983_00071,NC_016983_00076,NC_016983_00079,NC_016983_00081,NC_016983_00200	-	-	Conjugative	KX957972	0	4210	KX957972	2228	2384	2528	2672	2852	3056	3287	3598	3978	4499	6476
KX960109	1	46037	46.66463931	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_023277_00163	-	-	Conjugative	KX960109	0	1087	KX960109	2401	2590	2767	2947	3187	3467	3793	4243	4838	5710	8899
KX960110	1	102517	51.10274394	IncX3,IncY	000221__NC_025130_00012,000230__CP009168_00001	MOBP	NC_020552_00059	MPF_T	NC_019157_00029,NC_023277_00163,NC_017624_00009,NC_019083_00030	-	-	Conjugative	KX960110	0	1086	KX960110	2401	2590	2767	2947	3187	3467	3793	4243	4843	5720	8913
KX966394	1	5590	48.62254025	-	-	MOBF,MOBP	NC_019255_00001,NC_019214_00002	-	-	-	-	Mobilizable	KX966394	0	2172	KX966394	1628	1730	1811	1877	1965	2054	2169	2333	2509	2756	3689
KX966395	1	5279	44.81909453	IncP	000158__KX966395_00001	-	-	-	-	-	-	Non-mobilizable	KX966395	0	2641	KX966395	1619	1721	1802	1868	1955	2042	2155	2317	2491	2736	3659
KX982169	1	55724	32.05261647	rep_cluster_211	001479__KX982171_00001	MOBP	KT601170_00030	-	-	-	-	Mobilizable	KX982169	0	3150	KX982169	4324	4659	5003	5371	5817	6355	6988	7804	8886	10495	16252
KY000025	1	220031	55.13223137	rep_cluster_490,rep_cluster_553	001856__NC_002147_00021,001927__CP016451_00026	MOBQ,MOBP	CP015748_00042,CP039893_00062	MPF_T	NC_010929_00214,NC_002377_00179,NC_010929_00153,NC_002377_00161,NC_010929_00150,NC_002377_00157,NC_010929_00147,NC_011990_00129,NC_011984_00206	-	-	Conjugative	KY000025	0	2116	KY000025	2900	3120	3332	3557	3854	4199	4631	5221	6062	7364	11983
KY000026	1	228503	55.38264268	rep_cluster_553,rep_cluster_490	001927__CP016451_00026,001856__NC_002147_00021	MOBP,MOBQ	CP039893_00062,NC_002377_00032	MPF_T	NC_011984_00206,NC_011990_00129,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179,NC_010929_00214	-	-	Conjugative	KY000026	0	2117	KY000026	2900	3120	3332	3557	3854	4199	4632	5222	6063	7365	11985
KY000027	1	197348	56.09431056	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011982_00266,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000027	0	4965	KY000027	2908	3128	3340	3565	3863	4208	4641	5233	6078	7384	12019
KY000028	1	193011	56.06416215	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011982_00266,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000028	0	4965	KY000028	2908	3128	3340	3565	3863	4208	4641	5233	6078	7384	12020
KY000030	1	191583	54.57269173	rep_cluster_352	001667__CP021214	MOBP	CP039893_00062	MPF_T	NC_011982_00266,NC_002377_00104,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179,NC_002377_00029	-	-	Conjugative	KY000030	0	2114	KY000030	2899	3119	3331	3556	3853	4198	4629	5219	6059	7361	11976
KY000031	1	204033	55.94977283	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011982_00266,NC_011990_00129	MOBQ	CP019561	Conjugative	KY000031	0	4965	KY000031	2908	3128	3340	3565	3863	4208	4641	5233	6078	7384	12021
KY000032	1	193028	54.64906646	rep_cluster_553,rep_cluster_490	001927__CP016451_00026,001856__NC_002147_00021	MOBP,MOBQ	CP039893_00062,NC_011982_00108	MPF_T	NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_010929_00214	-	-	Conjugative	KY000032	0	2117	KY000032	2900	3120	3332	3557	3854	4199	4632	5223	6064	7368	11988
KY000033	1	185264	58.08791778	-	-	MOBQ,MOBQ	NC_016814_00131,NC_002575_00134	MPF_T	NC_002575_00131,NC_009621_00340,NC_019555_00155,NC_010841_00159,NC_011982_00179,NC_010841_00162,NC_011982_00176,NC_002575_00190,NC_011982_00166	-	-	Conjugative	KY000033	0	136	KY000033	2891	3110	3322	3547	3844	4189	4620	5210	6050	7352	11965
KY000034	1	182368	58.03485261	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011984_00206,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000034	0	4963	KY000034	2908	3128	3340	3565	3863	4208	4641	5232	6076	7382	12015
KY000035	1	189226	55.97592297	rep_cluster_553,rep_cluster_490	001927__CP016451_00026,001856__NC_002147_00021	MOBP,MOBQ	CP039893_00062,NC_011982_00108	MPF_T	NC_011984_00206,NC_011990_00129,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179,NC_010929_00214	-	-	Conjugative	KY000035	0	2117	KY000035	2900	3120	3332	3557	3854	4199	4632	5222	6063	7366	11986
KY000036	1	180882	58.00743026	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_011984_00206,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	MOBQ	CP019561	Conjugative	KY000036	0	4963	KY000036	2908	3128	3340	3565	3863	4208	4641	5232	6076	7382	12016
KY000037	1	139561	55.4022972	rep_cluster_352	001667__CP021214	MOBP	CP039893_00062	MPF_T	NC_011982_00266,NC_002377_00104,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179	-	-	Conjugative	KY000037	0	2115	KY000037	2899	3119	3331	3556	3853	4198	4629	5219	6060	7362	11980
KY000038	1	214064	57.26418267	-	-	MOBQ,MOBQ	NC_016814_00131,NC_002575_00134	MPF_T	NC_010841_00159,NC_011982_00179,NC_010841_00162,NC_011982_00176,NC_002575_00190,NC_011982_00166,NC_002575_00131,NC_009621_00340,NC_019555_00155	-	-	Conjugative	KY000038	0	136	KY000038	2891	3110	3322	3547	3844	4189	4619	5209	6049	7351	11963
KY000039	1	204399	58.18864084	rep_cluster_490	001856__NC_002147_00021	MOBQ	KY000060_00155	MPF_T	NC_011984_00206,NC_010865_00170,NC_002147_00105,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00185	-	-	Conjugative	KY000039	0	4965	KY000039	2908	3128	3340	3565	3863	4208	4641	5233	6080	7390	12046
KY000041	1	206707	55.99423338	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_003065_00185,NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176	-	-	Non-mobilizable	KY000041	0	4965	KY000041	2908	3128	3340	3565	3863	4208	4641	5233	6079	7385	12023
KY000042	1	238492	56.79393858	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105,NC_011990_00129,NC_011984_00206	-	-	Non-mobilizable	KY000042	0	4963	KY000042	2908	3128	3340	3565	3863	4208	4641	5232	6074	7380	12011
KY000044	1	203551	55.95108843	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206	-	-	Non-mobilizable	KY000044	0	4965	KY000044	2908	3128	3340	3565	3863	4208	4641	5233	6079	7385	12026
KY000045	1	214986	57.74422521	-	-	MOBQ	KY000045_00072	MPF_T	NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105,NC_011990_00129,NC_011984_00206	-	-	Conjugative	KY000045	0	4963	KY000045	2908	3128	3340	3565	3863	4208	4641	5232	6074	7379	12010
KY000046	1	178205	56.36991106	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011984_00206,NC_011990_00129,NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185	-	-	Non-mobilizable	KY000046	0	4965	KY000046	2908	3128	3340	3565	3863	4208	4641	5233	6079	7386	12027
KY000047	1	185402	56.01989191	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000047	0	4965	KY000047	2908	3128	3340	3565	3863	4208	4641	5232	6077	7383	12017
KY000048	1	217843	56.77391516	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105	-	-	Non-mobilizable	KY000048	0	4963	KY000048	2908	3128	3340	3565	3863	4208	4641	5232	6074	7378	12002
KY000049	1	218205	56.81354689	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105	-	-	Non-mobilizable	KY000049	0	4963	KY000049	2908	3128	3340	3565	3863	4208	4641	5232	6074	7378	12004
KY000050	1	177135	55.81449177	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	KY000050	0	4965	KY000050	2908	3128	3340	3565	3863	4208	4641	5232	6077	7383	12018
KY000051	1	216754	56.68453639	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_011982_00108	MPF_T	NC_003065_00185,NC_011984_00206,NC_011990_00129,NC_003065_00132,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176	MOBQ	CP019561	Conjugative	KY000051	0	4963	KY000051	2908	3128	3340	3565	3863	4208	4641	5232	6076	7382	12014
KY000052	1	217804	56.77811243	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105,NC_011990_00129,NC_011984_00206,NC_003065_00185	-	-	Non-mobilizable	KY000052	0	4963	KY000052	2908	3128	3340	3565	3863	4208	4641	5232	6074	7378	12008
KY000053	1	217655	56.79998162	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171,NC_002147_00105	-	-	Non-mobilizable	KY000053	0	4963	KY000053	2908	3128	3340	3565	3863	4208	4641	5232	6074	7378	12005
KY000054	1	218289	56.74220872	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_011990_00129,NC_011984_00206,NC_003065_00185,NC_003065_00176,NC_003065_00175,NC_010841_00162,NC_003065_00172,NC_003065_00171	-	-	Non-mobilizable	KY000054	0	4963	KY000054	2908	3128	3340	3565	3863	4208	4641	5232	6074	7378	12009
