GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
KY595970	1	6173	35.52567633	rep_cluster_1197	000484__AB570326_00006	MOBP	CP003585_00012	-	-	-	-	Mobilizable	KY595970	0	2777	KY595970	4049	4263	4504	4776	5065	5387	5805	6286	6833	7632	10572
KY612498	1	14845	47.65914449	rep_cluster_2373	LT985313_00005	-	-	-	-	-	-	Non-mobilizable	KY612498	0	1521	KY612498	4639	4909	5229	5593	5988	6448	6998	7643	8408	9513	13858
KY612499	1	14845	47.66588077	rep_cluster_2373	LT985313_00005	-	-	-	-	-	-	Non-mobilizable	KY612499	0	1521	KY612499	4639	4909	5229	5593	5988	6448	6998	7643	8408	9513	13860
KY612500	1	14845	47.67261704	rep_cluster_2373	LT985313_00005	-	-	-	-	-	-	Non-mobilizable	KY612500	0	1521	KY612500	4639	4909	5229	5593	5988	6448	6998	7643	8408	9513	13859
KY617771	1	18234	36.83777558	rep_cluster_1254	000563__CP015621_00010	MOBQ	LN865144_00010	-	-	-	-	Mobilizable	KY617771	0	2918	KY617771	3988	4195	4430	4688	4965	5270	5669	6121	6623	7315	9928
KY623659	1	124415	50.69163686	-	-	-	-	-	-	-	-	Non-mobilizable	KY623659	0	208	KY623659	4127	4349	4601	4885	5185	5522	5962	6465	7035	7858	10889
KY624633	1	62214	42.70260713	IncI2	AP017614	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019115_00018	-	-	Conjugative	KY624633	0	1143	KY624633	11	11	11	12	12	13	14	17	23	43	184
KY630469	1	32207	58.59906232	rep_cluster_688	002152__NC_019906_00045	MOBF	NC_019906_00069	MPF_T	NC_019906_00068	-	-	Conjugative	KY630469	0	3359	KY630469	2275	2377	2469	2574	2675	2797	2959	3145	3380	3711	5032
KY652381	1	33347	41.79686329	IncX4	000222__CP010880_00038	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	KY652381	0	1147	KY652381	4723	4999	5328	5703	6114	6597	7175	7867	8726	9957	14619
KY657477	1	67073	42.69079958	IncI2	AP017614	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY657477	0	1143	KY657477	11	11	11	12	12	13	14	17	23	40	115
KY657478	1	60948	42.34921572	IncI2	KY693674	MOBP	MN232180_00018	MPF_T	NC_019039_00065,NC_020270_00063,NC_019039_00052,NC_019039_00051,NC_020270_00058	-	-	Conjugative	KY657478	0	1143	KY657478	11	11	11	12	12	13	14	17	23	37	75
KY662247	1	7440	34.78494624	rep_cluster_1018	000268__U32369_00002	MOBV	NC_022618_00010	-	-	-	-	Mobilizable	KY662247	0	2122	KY662247	2990	3125	3253	3395	3553	3720	3947	4203	4513	4959	6659
KY680213	1	60083	53.97699849	rep_cluster_2183	KY680213_00001	MOBF	NC_021501_00073	MPF_F	NC_021501_00097,NC_006323_00096,NC_006323_00097,NC_009378_00101,NC_006323_00105,NC_021501_00085,NC_021501_00084,NC_021501_00083,NC_006323_00113,NC_021501_00074	-	-	Conjugative	KY680213	0	1025	KY680213	715	739	763	783	807	827	853	876	908	959	1248
KY689238	1	85874	55.97270419	IncR,IncU	000207__CP025517,000210__KF623109_00045	-	-	-	-	-	-	Non-mobilizable	KY689238	0	2301	KY689238	4311	4552	4828	5140	5469	5843	6329	6899	7571	8539	12046
KY689632	1	232345	45.95063376	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006,NC_005211_00005,NC_005211_00207,NC_005211_00200	MOBH	NC_004966	Conjugative	KY689632	0	920	KY689632	4005	4215	4452	4714	4996	5310	5719	6186	6709	7455	10246
KY689633	1	256260	46.80714899	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00200,NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006,NC_005211_00005,NC_005211_00207	MOBH	NC_004966	Conjugative	KY689633	0	920	KY689633	4005	4215	4452	4714	4996	5310	5719	6186	6709	7455	10247
KY689635	1	100230	52.65190063	IncK2/Z	KC340959	MOBP	NC_013728_00087	MPF_I	NC_011754_00087,NC_022992_00102,NC_022992_00098,NC_012487_00131,NC_022371_00084,NC_007365_00033,NC_011754_00109,NC_007365_00035,NC_014843_00047	MOBP	FR821780	Conjugative	KY689635	0	724	KY689635	4798	5084	5425	5819	6263	6780	7411	8176	9159	10605	15918
KY693674	1	63722	42.68384545	IncI2	KY693674	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY693674	0	1143	KY693674	11	11	11	12	12	13	14	17	23	37	95
KY704308	1	8493	33.29801013	rep_cluster_1233	000539__KY704308_00001	-	-	-	-	-	-	Non-mobilizable	KY704308	0	5262	KY704308	2476	2592	2692	2804	2918	3049	3229	3428	3673	4018	5399
KY706108	1	142630	48.68470869	IncFIB,IncFII,rep_cluster_2232	000096__NC_019117_00097,AJ851089,CP031286_00006	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_008460_00097,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBF	AP010957	Conjugative	KY706108	0	753	KY706108	3997	4205	4440	4701	4981	5291	5695	6155	6667	7389	10066
KY748188	1	106128	50.41553596	IncI-gamma/K1	MG764547	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069	MOBP	JN253636	Conjugative	KY748188	0	8	KY748188	835	864	893	922	949	977	1013	1055	1115	1205	1600
KY748189	1	104790	50.49718485	IncI-gamma/K1	MG764547	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	Conjugative	KY748189	0	8	KY748189	835	864	893	922	949	977	1013	1055	1115	1205	1601
KY748190	1	122022	51.58987724	IncI-gamma/K1	MG764547	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	Conjugative	KY748190	0	8	KY748190	835	864	893	922	949	977	1013	1055	1115	1205	1603
KY749247	1	97566	52.91904967	IncFIC,IncFIA	AY458016,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_010488_00021,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBF	KT754162	Conjugative	KY749247	0	103	KY749247	4892	5188	5546	5950	6411	6943	7596	8390	9402	10893	16384
KY751925	1	111951	53.17862279	IncFIC,IncFIA	AY458016,MK878891_00042	-	-	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116	MOBP	AP014804	Mobilizable	KY751925	0	868	KY751925	4111	4330	4580	4859	5156	5487	5923	6420	6986	7805	10822
KY751926	1	110970	52.84941876	IncR,IncFIC,IncFIA	000204__CP008701_00115,AY458016,MK878891_00042	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBP	AP014804	Conjugative	KY751926	0	110	KY751926	4892	5188	5546	5950	6415	6950	7609	8413	9441	10960	16528
KY770023	1	33051	41.75667907	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	KY770023	0	1146	KY770023	4723	4999	5328	5703	6114	6596	7174	7864	8718	9943	14540
KY770025	1	34975	42.45604003	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	KY770025	0	1146	KY770025	4723	4999	5328	5703	6114	6596	7174	7864	8718	9943	14532
KY781949	1	70377	50.98540716	IncL/M	U27345	MOBP	NC_004464_00056	MPF_I	NC_004464_00105,NC_005246_00057,NC_019063_00094,NC_019344_00078,NC_004464_00066,NC_004464_00068,NC_019154_00069,NC_005246_00069,NC_004464_00073	-	-	Conjugative	KY781949	0	1067	KY781949	4734	5012	5341	5717	6136	6624	7214	7916	8798	10047	14760
KY784668	1	65538	42.81180384	IncI2	AP017614	MOBP	MN232180_00018	MPF_T	NC_019039_00065,NC_020270_00063,NC_019039_00052,NC_019039_00051,NC_020270_00058	-	-	Conjugative	KY784668	0	1143	KY784668	11	11	11	12	12	13	14	17	23	40	119
KY792081	1	63056	42.53837858	IncI2,IncI2	000147__CP006264_00003,AP002527	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY792081	0	1143	KY792081	11	11	11	12	12	13	14	17	22	34	61
KY795977	1	60733	42.50242866	IncI2	AP017614	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY795977	0	1143	KY795977	11	11	11	12	12	13	14	17	23	40	159
KY798505	1	117903	53.71703858	IncFII,rep_cluster_2183,IncFIB	000130__CP023489,CP033468_00001,000097__NC_025166_00051	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	KY798505	0	2323	KY798505	4299	4535	4803	5110	5424	5782	6245	6792	7420	8346	11769
KY798506	1	111742	53.54745754	IncFII,rep_cluster_2183,IncR	000130__CP023489,CP033468_00001,000207__CP025517	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	KY798506	0	2323	KY798506	4299	4535	4803	5110	5424	5782	6245	6792	7420	8347	11772
KY806579	1	8048	27.39811133	rep_cluster_1262	000574__NC_002130_00004	-	-	-	-	-	-	Non-mobilizable	KY806579	0	5779	KY806579	2107	2202	2280	2378	2471	2575	2715	2885	3101	3419	4686
KY807920	1	17156	53.76544649	rep_cluster_2350	CP035723_00002	-	-	-	-	MOBP	CP010136	Mobilizable	KY807920	0	1909	KY807920	4518	4774	5070	5404	5766	6181	6701	7318	8043	9093	12992
KY807921	1	12201	55.47905909	rep_cluster_2350	CP035723_00002	-	-	-	-	MOBP,MOB_unknown	CP010136,NC_019986	Mobilizable	KY807921	0	1909	KY807921	4518	4774	5070	5404	5766	6181	6701	7318	8043	9093	12990
KY829117	1	62098	42.32342426	IncI2	000147__CP006264_00003	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY829117	0	1143	KY829117	11	11	11	12	12	13	14	17	23	42	181
KY848295	1	75231	54.28081509	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00102,NC_011092_00100	-	-	Conjugative	KY848295	0	904	KY848295	4486	4740	5034	5366	5720	6128	6642	7248	7954	8982	12760
KY853650	1	63381	42.4464745	IncI2	000147__CP006264_00003	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	KY853650	0	1143	KY853650	11	11	11	12	12	13	14	17	22	34	62
KY863418	1	314137	47.79889029	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_017484	Conjugative	KY863418	0	922	KY863418	4005	4215	4452	4715	4998	5313	5722	6192	6727	7510	10401
KY865319	1	37663	41.75981733	IncX4	000222__CP010880_00038	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_013718_00045,NC_019128_00037	-	-	Conjugative	KY865319	0	1147	KY865319	4723	4999	5328	5703	6114	6597	7175	7867	8725	9954	14614
KY865320	1	67077	49.26726001	IncFIA	000136__AP014877_00014	MOBV,MOBF	NC_020237_00008,NC_017627_00068	MPF_F	NC_022651_00077,NC_019037_00043,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	MOBV	NZ_CP009579	Conjugative	KY865320	0	64	KY865320	4892	5188	5545	5948	6408	6939	7589	8379	9389	10878	16363
KY865321	1	92545	52.64898158	IncFIA,IncFII	MH263653_00001,JN232517	MOBQ,MOBF	MF535908_00005,NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_019094_00068,NC_014615_00033,NC_008460_00107,NC_007607_00115	-	-	Conjugative	KY865321	0	2884	KY865321	3998	4207	4442	4704	4985	5296	5700	6164	6679	7408	10109
KY865322	1	77822	53.06468608	IncFIA,IncFII	MH263653_00001,JN232517	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_019094_00068,NC_014615_00033,NC_008460_00107,08-5333_00200	-	-	Conjugative	KY865322	0	2884	KY865322	3998	4207	4442	4704	4985	5296	5700	6164	6679	7408	10113
KY865323	1	113006	50.61235687	IncI1	CP028111_00085	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	Conjugative	KY865323	0	8	KY865323	835	864	893	922	949	977	1013	1055	1115	1205	1602
KY865324	1	16293	55.04204259	-	-	-	-	-	-	-	-	Non-mobilizable	KY865324	0	1276	KY865324	4533	4789	5087	5422	5791	6209	6733	7358	8091	9154	13136
KY886451	1	9205	35.98044541	rep_cluster_2119	CP005948	-	-	-	-	-	-	Non-mobilizable	KY886451	0	2293	KY886451	3922	4123	4346	4597	4865	5156	5532	5959	6443	7115	9594
KY887590	1	228517	51.61585353	IncC,IncY	000092__CP025470,000230__CP009168_00001	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KY887590	0	152	KY887590	4791	5076	5416	5807	6247	6759	7381	8129	9077	10446	15536
KY887591	1	188855	51.61420137	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KY887591	0	152	KY887591	4791	5076	5416	5807	6247	6759	7381	8129	9077	10446	15537
KY887592	1	219342	53.49135141	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_008612_00190,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KY887592	0	152	KY887592	4791	5076	5416	5807	6247	6759	7381	8130	9078	10449	15541
KY887593	1	200459	53.18743484	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_008612_00190,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KY887593	0	152	KY887593	4791	5076	5416	5807	6247	6759	7381	8130	9078	10449	15542
KY887594	1	215528	51.9612301	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_008612_00190,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KY887594	0	152	KY887594	4791	5076	5416	5807	6247	6759	7381	8130	9078	10449	15543
KY887595	1	233057	51.98985656	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KY887595	0	152	KY887595	4791	5076	5416	5807	6247	6759	7381	8129	9077	10447	15538
KY887596	1	165169	52.53528204	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_008612_00190,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	KY887596	0	152	KY887596	4791	5076	5416	5807	6247	6759	7379	8123	9066	10422	15471
KY888886	1	53802	40.76985986	-	-	MOBP	NZ_AEOY01000096_00007	-	-	-	-	Mobilizable	KY888886	0	2911	KY888886	1814	1888	1953	2033	2105	2180	2283	2405	2575	2814	3883
KY924928	1	261119	46.61476185	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00207	MOBH	NC_004966	Conjugative	KY924928	0	920	KY924928	4005	4215	4452	4714	4996	5310	5719	6186	6709	7457	10258
KY930324	1	51169	53.81969552	rep_cluster_1418	000758__KY930324_00001	-	-	-	-	-	-	Non-mobilizable	KY930324	0	5384	KY930324	2382	2493	2591	2699	2807	2934	3104	3298	3537	3877	5221
KY930325	1	66602	50.77475151	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	KY930325	0	1087	KY930325	1531	1593	1644	1715	1773	1837	1920	2018	2162	2366	3226
KY930475	1	4192	35.97328244	rep_cluster_1277	000591__KY930475_00002	-	-	-	-	-	-	Non-mobilizable	KY930475	0	6138	KY930475	1831	1906	1971	2052	2126	2202	2310	2435	2606	2847	3923
KY940428	1	236312	34.22932394	rep_cluster_125	000558__CP013279	-	-	MPF_unknown	NC_017203_00099	-	-	Non-mobilizable	KY940428	0	3254	KY940428	3795	3991	4201	4435	4691	4962	5320	5729	6192	6840	9191
KY940546	1	88127	53.75310631	IncFII	CP000670	MOBF	CP024544_00079	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	KY940546	0	2319	KY940546	4296	4532	4800	5107	5420	5777	6240	6783	7408	8330	11739
KY964067	1	33303	41.84007447	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	KY964067	0	1146	KY964067	4723	4999	5328	5703	6114	6596	7174	7864	8718	9943	14553
KY964068	1	89458	49.99105726	IncI-gamma/K1	KM409652	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	HM021326	Conjugative	KY964068	0	13	KY964068	835	864	893	922	949	977	1009	1048	1099	1177	1552
KY978588	1	3337	33.11357507	-	-	-	-	-	-	-	-	Non-mobilizable	KY978588	0	2774	KY978588	4053	4269	4510	4783	5072	5394	5814	6297	6844	7644	10595
KY978628	1	312880	47.68665303	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_017484	Conjugative	KY978628	0	922	KY978628	4005	4215	4452	4715	4998	5313	5722	6192	6727	7509	10394
KY978629	1	53793	49.04355585	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	KY978629	0	1087	KY978629	1531	1593	1644	1715	1773	1837	1920	2020	2168	2378	3338
KY978630	1	139553	56.35135038	IncFIB,rep_cluster_574	FN543094,001975__CP004092_00108	-	-	-	-	-	-	Non-mobilizable	KY978630	0	2514	KY978630	4208	4438	4697	4992	5298	5642	6094	6612	7207	8058	11220
KY978631	1	73522	45.00149615	rep_cluster_1756	001174__CP008900_00024	MOBF	KY978631_00069	-	-	-	-	Mobilizable	KY978631	0	209	KY978631	4540	4798	5097	5432	5801	6221	6746	7372	8107	9172	13156
KY984045	1	9284	35.60965101	rep_cluster_1282	000599__KX426232_00098	MOBQ	CP032102_00178	-	-	-	-	Mobilizable	KY984045	0	5924	KY984045	1998	2084	2156	2241	2324	2411	2531	2669	2852	3123	4262
KY984046	1	11891	36.17862249	-	-	-	-	-	-	-	-	Non-mobilizable	KY984046	0	5269	KY984046	2481	2597	2697	2809	2924	3056	3236	3436	3681	4027	5408
KY984047	1	24808	36.60109642	-	-	MOBP	KY984047_00026	-	-	-	-	Mobilizable	KY984047	0	5828	KY984047	2071	2163	2240	2338	2431	2534	2672	2837	3046	3356	4603
KY986974	1	190310	52.47228207	IncC,IncQ1,IncU	000092__CP025470,000195__NC_013728_00014,000210__KF623109_00045	MOBH	NC_012885_00072	MPF_F	NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00167	MOBH	JQ319772	Conjugative	KY986974	0	152	KY986974	4791	5076	5416	5807	6247	6759	7381	8130	9080	10454	15552
KY990887	1	254048	46.55261998	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00207,NC_005211_00200,NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006	MOBH	NC_004966	Conjugative	KY990887	0	920	KY990887	4005	4215	4452	4714	4996	5310	5719	6186	6709	7447	10188
KY994647	1	4984	36.89807384	Inc11	000043__NC_002140_00001	MOBV	NC_002140_00004	-	-	-	-	Mobilizable	KY994647	0	5662	KY994647	2188	2285	2368	2466	2564	2675	2820	2995	3218	3538	4820
L27758	1	60099	61.77973011	IncP	000182__CP002151_00001	MOBP	NC_008357_00089	MPF_T	NC_019318_00059,NC_008357_00035,NC_008357_00088	MOB_unknown	NZ_HG941719	Conjugative	L27758	0	145	L27758	4780	5064	5401	5788	6223	6730	7342	8078	9001	10324	15294
L31578	1	2970	35.25252525	-	-	-	-	-	-	-	-	Non-mobilizable	L31578	0	5047	L31578	2641	2763	2868	2987	3109	3248	3437	3643	3897	4253	5659
L31579	1	2804	40.62054208	-	-	MOBV	NC_002059_00001	-	-	-	-	Mobilizable	L31579	0	8823	L31579	5876	6173	6534	6946	7420	7967	8639	9462	10515	12067	17704
L38403	1	1882	27.15196599	-	-	-	-	-	-	-	-	Non-mobilizable	L38403	0	8824	L38403	5877	6174	6535	6947	7421	7968	8640	9463	10516	12068	17705
LC012933	1	3788	29.17106653	rep_cluster_1118	000388__LC012933_00001	MOBV	CP027423_00001	-	-	-	-	Mobilizable	LC012933	0	2159	LC012933	4395	4645	4934	5260	5605	5999	6503	7093	7784	8788	12467
LC019731	1	102199	50.17368076	IncI-gamma/K1	CP001118	MOBP	NC_019097	MPF_I	NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056	MOBP	HM021326	Conjugative	LC019731	0	7	LC019731	835	864	893	922	949	977	1013	1060	1130	1237	1680
LC055503	1	160687	52.90222607	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_008612_00190,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	MOBH	JQ319772	Conjugative	LC055503	0	152	LC055503	4791	5076	5416	5807	6247	6759	7381	8130	9078	10448	15539
LC075345	1	5366	36.5076407	rep_cluster_1039	000284__LC075345	-	-	-	-	-	-	Non-mobilizable	LC075345	0	8825	LC075345	5878	6175	6536	6948	7422	7969	8641	9464	10517	12069	17706
LC081338	1	320058	41.8311681	-	-	MOBH	LC081338_00097	-	-	-	-	Mobilizable	LC081338	0	945	LC081338	4664	4935	5257	5623	6021	6486	7041	7694	8465	9575	13946
LC102479	1	14566	33.44088974	-	-	-	-	-	-	-	-	Non-mobilizable	LC102479	0	2411	LC102479	4270	4503	4767	5070	5382	5735	6191	6722	7339	8238	11572
LC128536	1	116535	32.52928305	rep_cluster_125	000558__CP013279	-	-	-	-	-	-	Non-mobilizable	LC128536	0	2550	LC128536	338	350	361	367	376	382	389	401	416	449	653
LC155906	1	26345	60.55798064	rep_cluster_416	001750__LC155906_00019	MOBP	LC155906_00006	MPF_T	NC_016053_00033	-	-	Conjugative	LC155906	0	2657	LC155906	4115	4336	4586	4868	5167	5501	5940	6439	7008	7829	10856
LC155907	1	19889	63.5678013	rep_cluster_995	002480__NC_019220_00009	MOBQ	NC_020452_00007	MPF_T	NC_022242_00031	-	-	Conjugative	LC155907	0	1213	LC155907	4696	4969	5295	5667	6069	6538	7102	7760	8546	9668	14154
LC155908	1	38744	55.85639067	IncR	000204__CP008701_00115	-	-	-	-	-	-	Non-mobilizable	LC155908	0	866	LC155908	4309	4548	4822	5133	5462	5833	6316	6877	7540	8495	11972
LC155909	1	34541	46.53310558	rep_cluster_312	001623__NC_020920_00001	MOBP	NZ_CM000957_00016	MPF_T	NZ_CM000957_00030,NC_020920_00011,NC_020920_00010,NC_020920_00020,NC_020920_00017,NZ_CM000957_00028	-	-	Conjugative	LC155909	0	1238	LC155909	4691	4964	5290	5661	6063	6530	7091	7748	8531	9649	14126
LC201956	1	2251	64.28254109	rep_cluster_1405	000748__LC201956_00002	-	-	-	-	-	-	Non-mobilizable	LC201956	0	6134	LC201956	1832	1907	1972	2053	2127	2203	2311	2436	2607	2848	3924
LC201957	1	2488	65.83601286	rep_cluster_1405	000749__LC201957_00001	-	-	-	-	-	-	Non-mobilizable	LC201957	0	6135	LC201957	1833	1908	1973	2054	2128	2204	2312	2437	2608	2849	3925
LC205736	1	31654	31.22196247	rep_cluster_796	002270__LC316981	MOBQ	NC_001949_00004	-	-	-	-	Mobilizable	LC205736	0	2092	LC205736	4444	4698	4991	5320	5669	6071	6581	7175	7875	8894	12636
