GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
NC_015971	1	6825	39.45787546	Inc11	000046__NC_019252_00004	MOBV	NC_010423_00006	-	-	-	-	Mobilizable	JF308629	0	613	NC_015971	1474	1548	1627	1721	1832	1966	2100	2286	2486	2727	4209
NC_015972	1	43190	58.45103033	IncI1	000140__HQ896493_00019	MOBF	NC_015972_00024	MPF_F	NC_015972_00025,NC_015972_00028,NC_015972_00029,NC_015972_00033,NC_015972_00035,NC_015972_00037,NC_015972_00039	-	-	Conjugative	HQ896493	0	4400	NC_015972	2974	3084	3213	3384	3584	3858	4179	4638	5292	6246	11938
NC_015973	1	4967	37.36661969	Inc11	000046__NC_019252_00004	MOBV	NC_010423_00006	-	-	-	-	Mobilizable	JF308630	0	613	NC_015973	1474	1548	1627	1721	1832	1966	2100	2286	2486	2727	4209
NC_015979	1	58739	37.61895844	rep_cluster_1255	000565__CP002462_00034	MOBP	NC_015979_00031	-	-	-	-	Mobilizable	CP002462	0	3602	NC_015979	5093	5211	5347	5534	5753	6055	6407	6918	7670	8774	15362
NC_015980	1	18715	36.11541544	-	-	-	-	-	-	-	-	Non-mobilizable	CP002463	0	4394	NC_015980	6230	6348	6484	6671	6890	7192	7544	8055	8807	9911	16499
NC_016000	1	18779	59.5399116	rep_cluster_736	002214__JN180627_00016	MOBQ	NC_016000_00002	MPF_T	NC_016000_00017	-	-	Conjugative	JN180627	0	4389	NC_016000	4090	4208	4344	4531	4750	5052	5404	5915	6667	7771	14359
NC_016009	1	19557	35.14342691	rep_cluster_185	001274__DQ198088_00024	MOBV	NC_022618_00010	-	-	-	-	Mobilizable	JF800907	0	4008	NC_016009	2224	2321	2434	2563	2719	2922	3148	3466	3868	4369	7226
NC_016021	1	76071	56.93102496	rep_cluster_1336	000654__AP012161_00001	MOBF,MOBP	NC_016021_00051,NC_013210_00118	MPF_T	NC_016021_00008,NC_016021_00011,NC_016021_00013,NC_016021_00014,NC_016021_00017	-	-	Conjugative	AP012161	0	4380	NC_016021	3073	3185	3315	3490	3691	3973	4307	4776	5449	6427	12293
NC_016022	1	4776	58.77303183	IncQ1	000197__NC_016022_00001	MOBP	NC_016022_00004	-	-	-	-	Mobilizable	AP012163	0	4379	NC_016022	6771	6889	7025	7212	7431	7733	8085	8596	9348	10452	17040
NC_016028	1	28572	59.47431051	rep_cluster_848	002329__NC_021992_00012	MOBQ	NC_016028_00030	-	-	-	-	Mobilizable	AP012162	0	2766	NC_016028	2065	2158	2262	2385	2529	2721	2930	3227	3585	4018	6572
NC_016029	1	4615	51.18093174	-	-	-	-	-	-	-	-	Non-mobilizable	AP012164	0	2796	NC_016029	365	376	399	418	436	459	480	511	547	584	842
NC_016030	1	2218	57.12353472	rep_cluster_1929	001368__NC_022074_00001	-	-	-	-	-	-	Non-mobilizable	AP012166	0	2735	NC_016030	697	724	762	801	842	895	944	1014	1082	1167	1763
NC_016034	1	2707	38.60362024	rep_cluster_1825	001245__JN084214_00002	MOBV	NC_016034_00003	-	-	-	-	Mobilizable	JN084214	0	3565	NC_016034	342	350	368	386	403	424	443	470	506	540	774
NC_016035	1	3424	38.34696262	Inc13	000059__FN394966_00002	MOBV	NC_016034_00003	-	-	-	-	Mobilizable	JN084215	0	3564	NC_016035	343	352	370	388	405	426	445	473	509	544	778
NC_016036	1	61093	47.49152931	IncX1,IncX3,rep_cluster_1527	000215__KC853434_00019,JN247852,000882__CP012005_00092	MOBP	NC_019096_00001	MPF_T	NC_023277_00163,NC_013503_00034,NC_019067_00043,NC_010860_00022,NC_017624_00009	MOBP	GQ900448	Conjugative	HE577112	0	37	NC_016036	2197	2294	2406	2534	2688	2886	3110	3424	3817	4311	7112
NC_016037	1	255866	57.97604996	rep_cluster_1537	000902__CP004365_00195	MOBF	NC_016037_00051	MPF_I	NC_016037_00057,NC_016037_00064,NC_016037_00083,NC_016037_00084,NC_016037_00238	-	-	Conjugative	AP012160	0	4369	NC_016037	2804	2912	3032	3192	3378	3633	3921	4348	4954	5838	11077
NC_016040	1	59212	58.19090725	-	-	MOBP	JN119830_00039	MPF_T	NC_016040_00041,NC_016040_00046	-	-	Conjugative	JN119830	0	4366	NC_016040	1995	2085	2185	2305	2447	2634	2832	3113	3456	3869	6267
NC_016042	1	16181	35.93721031	rep_cluster_554	001938__AF001314_00001	-	-	-	-	MOBP	NC_002524	Mobilizable	FR872378	0	2250	NC_016042	1770	1855	1948	2059	2189	2358	2531	2765	3049	3389	5327
NC_016053	1	41102	62.3157024	rep_cluster_1991	001431__CP018733	MOBP	FR875157_00038	MPF_T	NC_016053_00029,NC_016053_00033	-	-	Conjugative	FR875157	0	2037	NC_016053	3296	3412	3545	3729	3943	4239	4583	5077	5805	6865	13145
NC_016054	1	7122	33.65627633	rep_cluster_2104	JQ246438	MOBV	NC_005076_00012	-	-	-	-	Mobilizable	JF834911	0	3779	NC_016054	1445	1519	1595	1688	1797	1928	2061	2243	2438	2674	4131
NC_016079	1	4050	56.09876543	-	-	-	-	-	-	-	-	Non-mobilizable	CP003076	0	4365	NC_016079	5879	5997	6133	6320	6539	6841	7193	7704	8456	9560	16148
NC_016110	1	188552	67.79084815	rep_cluster_1982	001423__CP003991	MOBP	NC_016110_00020	MPF_T	NC_021056_00058	-	-	Conjugative	CP002476	0	3155	NC_016110	3183	3299	3430	3612	3816	4103	4440	4919	5618	6631	12656
NC_016115	1	130055	67.23770712	-	-	-	-	-	-	-	-	Non-mobilizable	CP002477	0	4364	NC_016115	3979	4097	4233	4420	4639	4941	5293	5804	6556	7660	14248
NC_016139	1	4019	32.14730032	rep_cluster_2104	JQ246438	MOBV	NC_022618_00010	-	-	-	-	Mobilizable	JF968540	0	3781	NC_016139	1446	1520	1596	1689	1798	1929	2062	2245	2440	2676	4134
NC_016140	1	2407	30.95139177	rep_cluster_1947	NC001390	-	-	-	-	-	-	Non-mobilizable	JF968543	0	611	NC_016140	431	447	472	492	513	540	566	607	644	685	999
NC_016149	1	31872	47.28601908	-	-	-	-	-	-	-	-	Non-mobilizable	CP003097	0	4363	NC_016149	6238	6356	6492	6679	6898	7200	7552	8063	8815	9919	16507
NC_016150	1	3088	31.89766839	-	-	-	-	-	-	-	-	Non-mobilizable	CP003095	0	2630	NC_016150	755	785	828	870	913	971	1026	1097	1173	1266	1905
NC_016151	1	6720	50.37202381	rep_cluster_2335	KU302809_00001	MOBP	NC_016151_00005	-	-	MOBP	NC_017536	Mobilizable	JF795024	0	1826	NC_016151	632	657	689	723	756	804	850	912	973	1044	1572
NC_016515	1	63653	49.29854052	IncFII,IncFIA	CP019890_00139,CP022275_00044	-	-	-	-	-	-	Non-mobilizable	CP002887	0	981	NC_016515	3889	4007	4143	4330	4549	4851	5203	5714	6466	7570	14158
NC_016583	1	3529	23.94446019	rep_cluster_674	002136__CP000065	-	-	-	-	-	-	Non-mobilizable	HQ637382	0	3484	NC_016583	369	381	404	423	441	464	485	518	554	592	857
NC_016591	1	356263	58.73329535	rep_cluster_219	001488__NC_016591	MOBF	NC_016591_00351	MPF_F	NC_016591_00312,NC_016591_00313,NC_016591_00345,NC_016591_00346,NC_016591_00350,NC_016591_00351,NC_016591_00352,NC_016591_00353,NC_016591_00355,NC_016591_00359,NC_016591_00372	-	-	Conjugative	CP003091	0	4362	NC_016591	3109	3221	3351	3528	3729	4014	4349	4821	5502	6491	12398
NC_016592	1	115232	59.43748264	rep_cluster_1100	000357__NC_016592_00103	MOBF	NC_016592_00094	MPF_T	NC_016592_00082,NC_016592_00086,NC_017558_00032,NC_016592_00088,NC_017558_00015	-	-	Conjugative	CP003092	0	4360	NC_016592	3813	3931	4067	4254	4473	4775	5127	5638	6390	7494	14082
NC_016598	1	3816	30.45073375	-	-	-	-	-	-	-	-	Non-mobilizable	CP003016	0	2631	NC_016598	754	784	827	869	912	969	1024	1095	1170	1263	1902
NC_016600	1	45552	68.12214612	rep_cluster_917	002405__NC_016600_00026	-	-	-	-	-	-	Non-mobilizable	NC_016600	0	4359	NC_016600	5374	5492	5628	5815	6034	6336	6688	7199	7951	9055	15643
NC_016601	1	66907	66.80466917	rep_cluster_235	001510__NC_016601_00015	-	-	-	-	-	-	Non-mobilizable	NC_016601	0	4358	NC_016601	4940	5058	5194	5381	5600	5902	6254	6765	7517	8621	15209
NC_016606	1	2450	38.81632653	rep_cluster_689	002154__CP003139_00001	-	-	-	-	-	-	Non-mobilizable	CP003139	0	4355	NC_016606	69	70	71	72	73	75	78	81	87	95	125
NC_016607	1	23136	39.99394882	rep_cluster_172,rep_cluster_707	001134__CP003145_00001,002180__CP003141_00004	MOBQ	NC_016607_00009	-	-	-	-	Mobilizable	CP003141	0	2709	NC_016607	1347	1418	1489	1574	1678	1802	1927	2096	2276	2497	3832
NC_016608	1	36338	40.60487644	rep_cluster_778	002255__CP003044_00001	MOBQ	NC_015603_00001	MPF_T	NC_011352_00013,NC_011839_00038	-	-	Conjugative	CP003142	0	4331	NC_016608	1792	1878	1971	2082	2213	2384	2558	2793	3080	3427	5391
NC_016611	1	6900	51.60869565	rep_cluster_1068	000312__NC_016849_00003	MOBP	NC_016611_00011	-	-	-	-	Mobilizable	JN315884	0	1246	NC_016611	1052	1096	1148	1214	1284	1361	1445	1562	1694	1858	2878
NC_016615	1	5000	66.44	rep_cluster_1505	000847__HQ624979_00002	-	-	-	-	-	-	Non-mobilizable	HQ624979	0	4323	NC_016615	2260	2358	2471	2601	2759	2967	3196	3519	3926	4437	7331
NC_016634	1	19716	65.55082167	-	-	-	-	-	-	-	-	Non-mobilizable	CP003127	0	4320	NC_016634	5198	5316	5452	5639	5858	6160	6512	7023	7775	8879	15467
NC_016636	1	17830	37.95849692	rep_cluster_2119,rep_cluster_1255	CP005948,CP003162	-	-	-	-	-	-	Non-mobilizable	CP003140	0	3005	NC_016636	1081	1130	1188	1260	1344	1437	1538	1677	1823	1996	3053
NC_016643	1	36907	29.89676755	rep_cluster_1215	000509__NC_016643_00001	-	-	-	-	-	-	Non-mobilizable	HE616681	0	4312	NC_016643	1451	1525	1601	1694	1803	1934	2067	2250	2446	2682	4143
NC_016644	1	81814	55.79851859	rep_cluster_1907	001343__AB237655	MOBF	NC_012674_00085	MPF_T	NC_007926_00034,NC_007926_00094,NC_007926_00095,NC_007926_00096,NC_004999_00101	-	-	Conjugative	JN248563	0	4309	NC_016644	2956	3066	3194	3362	3561	3830	4146	4603	5252	6201	11873
NC_016746	1	8462	54.96336563	rep_cluster_1228	000524__NC_016746_00006	-	-	-	-	-	-	Non-mobilizable	CP003172	0	4304	NC_016746	6579	6697	6833	7020	7239	7541	7893	8404	9156	10260	16848
NC_016747	1	4245	54.44051826	-	-	MOBV	NC_016747_00003	-	-	-	-	Mobilizable	CP003173	0	4299	NC_016747	6473	6591	6727	6914	7133	7435	7787	8298	9050	10154	16742
NC_016748	1	13386	26.52024503	rep_cluster_45	001793__CP003258_00008	-	-	-	-	-	-	Non-mobilizable	CP003258	0	4297	NC_016748	4965	5083	5219	5406	5625	5927	6279	6790	7542	8646	15234
NC_016772	1	47972	36.53589594	rep_cluster_1524	000879__AP007211_00061	-	-	-	-	-	-	Non-mobilizable	AP007211	0	4292	NC_016772	1399	1472	1547	1634	1741	1869	1998	2175	2367	2598	3975
NC_016773	1	5436	34.14275202	-	-	MOBV	NC_016773_00001	-	-	-	-	Mobilizable	AP007212	0	4286	NC_016773	1536	1611	1693	1790	1904	2043	2185	2382	2599	2859	4437
NC_016774	1	3091	34.90779683	rep_cluster_1950	001395__CP003751	MOBV	NC_011657_00002	-	-	-	-	Mobilizable	AP007214	0	641	NC_016774	545	564	593	620	649	686	721	775	825	885	1349
NC_016780	1	10288	31.08475894	rep_cluster_1830	001255__CP003189	MOBV	NC_016780_00010	-	-	-	-	Mobilizable	CP003189	0	628	NC_016780	1614	1689	1775	1874	1993	2142	2295	2502	2738	3022	4673
NC_016793	1	3869	34.66011889	rep_cluster_1931	001373__NC_016793	MOBV	NC_016793_00005	-	-	-	-	Mobilizable	AP007213	0	4285	NC_016793	688	715	753	792	833	886	935	1004	1071	1153	1731
NC_016794	1	55304	36.18906408	rep_cluster_1396	000729__CP000486_00026	-	-	-	-	-	-	Non-mobilizable	CP003188	0	4278	NC_016794	1944	2031	2129	2247	2385	2569	2762	3030	3350	3729	5940
NC_016806	1	3347	38.78099791	-	-	-	-	-	-	-	-	Non-mobilizable	NC_016806	0	8891	NC_016806	350	359	379	397	414	435	454	484	520	557	812
NC_016813	1	24036	58.21268098	rep_cluster_1777	001197__NC_016813	MOBQ	NC_016813_00010	MPF_T	NC_016813_00008	-	-	Conjugative	HE616891	0	4238	NC_016813	4099	4217	4353	4540	4759	5061	5413	5924	6676	7780	14368
NC_016817	1	302599	51.46811457	rep_cluster_1232	000537__CP014208_00063	-	-	-	-	-	-	Non-mobilizable	HE617161	0	4057	NC_016817	3015	3126	3255	3429	3630	3910	4235	4698	5362	6327	12144
NC_016819	1	115487	50.69315161	rep_cluster_865	002345__NC_016819_00008	-	-	-	-	-	-	Non-mobilizable	CP003246	0	4271	NC_016819	3857	3975	4111	4298	4517	4819	5171	5682	6434	7538	14126
NC_016820	1	35428	35.14734109	rep_cluster_1510	000854__NC_016820_00014	MOBV	NC_016820_00021	-	-	-	-	Mobilizable	CP003103	0	4250	NC_016820	2008	2100	2203	2324	2466	2653	2855	3137	3487	3902	6308
NC_016821	1	24548	38.28417794	-	-	MOBV	NC_016821_00017	-	-	-	-	Mobilizable	CP003104	0	4267	NC_016821	1880	1967	2060	2172	2309	2489	2675	2931	3239	3599	5684
NC_016825	1	181431	46.4297722	IncHI1B,IncFIA	AF250878,CP032169_00114	MOBH	NC_013365_00169	MPF_F	NC_005211_00030,NC_019360_00278,NC_009981_00239,NC_019360_00256,NC_019360_00255,NC_002305_00120	-	-	Conjugative	CP003279	0	918	NC_016825	1137	1188	1246	1318	1406	1503	1606	1749	1897	2077	3167
NC_016827	1	37252	34.8464512	rep_cluster_1992	001432__CP003102	MOBT	CP003102_00032	-	-	-	-	Mobilizable	CP003102	0	4261	NC_016827	1826	1912	2005	2116	2249	2424	2599	2838	3131	3482	5482
NC_016828	1	19293	35.15782926	rep_cluster_589	002000__NC_016828_00016	MOBV	NC_016821_00017	-	-	-	-	Mobilizable	CP003105	0	4240	NC_016828	1581	1656	1740	1839	1957	2104	2252	2456	2687	2966	4594
NC_016836	1	61880	58.46961862	rep_cluster_1776	001196__NC_016836	MOBQ	NC_016813_00010	MPF_T	NC_016836_00011	-	-	Conjugative	HE616892	0	4237	NC_016836	3916	4034	4170	4357	4576	4878	5230	5741	6493	7597	14185
NC_016837	1	19829	34.95889858	-	-	-	-	-	-	-	-	Non-mobilizable	CP003296	0	4233	NC_016837	873	907	953	1004	1060	1126	1191	1270	1360	1469	2252
NC_016838	1	122799	49.46131483	IncFIB	000100__NZ_CP016161_00012	-	-	-	-	-	-	Non-mobilizable	CP003223	0	1190	NC_016838	2737	2844	2962	3118	3299	3551	3838	4254	4833	5680	10708
NC_016839	1	105974	52.45909374	IncC	000092__CP025470	-	-	MPF_T	NC_008612_00190,NC_012885_00167	MOBH	JQ319772	Mobilizable	CP003225	0	159	NC_016839	2871	2981	3107	3271	3462	3726	4027	4467	5097	6005	11475
NC_016840	1	3751	52.17275393	Col156	CP001126_00001	MOBQ	NC_019783_00003	-	-	-	-	Mobilizable	CP003226	0	1905	NC_016840	930	966	1015	1071	1132	1200	1269	1358	1454	1577	2411
NC_016846	1	111195	53.30545438	IncU,rep_cluster_2183,IncFII,IncR	000210__KF623109_00045,CP033468_00001,000129__CP018340,000204__CP008701_00115	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP003224	0	2337	NC_016846	3325	3442	3577	3761	3975	4273	4620	5118	5850	6916	13256
NC_016847	1	3353	42.82731882	rep_cluster_2373	LT985313_00005	-	-	-	-	-	-	Non-mobilizable	CP003227	0	1674	NC_016847	686	713	751	790	830	882	931	1000	1067	1148	1722
NC_016849	1	6903	51.70215848	rep_cluster_1068	000312__NC_016849_00003	MOBP	NC_016611_00011	-	-	-	-	Mobilizable	JN315885	0	1246	NC_016849	1052	1096	1148	1214	1284	1361	1445	1562	1694	1858	2879
NC_016850	1	32073	37.22445671	rep_cluster_409	001731__NC_016850_00012	-	-	-	-	-	-	Non-mobilizable	JQ031550	0	4229	NC_016850	4916	5034	5170	5357	5576	5878	6230	6741	7493	8597	15185
NC_016855	1	93832	53.11514196	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043	MPF_F	NC_022651_00077,NC_019002_00072,NC_019094_00090,NC_019112_00063,NC_013437_00116,NC_017054_00095,NC_017054_00096,NC_017054_00098,NC_017054_00100,NC_014615_00033,NC_003277_00107,NZ_CM001063_00039	-	-	Conjugative	CP001362	0	19	NC_016855	2994	3104	3233	3406	3606	3883	4206	4667	5329	6288	12028
NC_016858	1	93842	53.11161314	IncFIB,IncFII	000101__NZ_CP012345_00042,000114__CP015527	MOBF	NC_007208_00043	MPF_F	NZ_CM001063_00039,NC_003277_00107,NC_014615_00033,NC_017054_00100,NC_017054_00098,NC_017054_00096,NC_017054_00095,NC_013437_00116,NC_019112_00063,NC_019094_00090,NC_019002_00072,NC_022651_00077	-	-	Conjugative	CP002488	0	19	NC_016858	3099	3211	3341	3517	3718	4003	4338	4809	5488	6474	12366
NC_016859	1	8688	60.95764273	IncQ1	000192__AM183225_00009	MOBQ	CP022499	-	-	MOBQ	KU674895	Mobilizable	CP002490	0	184	NC_016859	2104	2200	2306	2429	2574	2766	2977	3278	3640	4088	6743
NC_016864	1	93277	53.02914974	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043	MPF_F	NC_022651_00077,NC_019002_00072,NC_019094_00090,NC_019112_00063,NC_013437_00116,NC_017054_00095,NC_017054_00096,NC_017054_00098,NC_017054_00100,NC_014615_00033,NC_003277_00107,NZ_CM001063_00039	-	-	Conjugative	CP002615	0	19	NC_016864	2994	3104	3233	3406	3606	3883	4206	4667	5329	6288	12025
NC_016900	1	4255	57.79083431	rep_cluster_1934	001375__NC_016900	MOBQ	NC_016900_00001	-	-	-	-	Mobilizable	AP012165	0	2732	NC_016900	681	707	745	784	824	876	925	994	1061	1142	1712
NC_016903	1	5360	46.0261194	rep_cluster_2335	KU302809_00001	MOBP	NC_016903_00002	-	-	MOBP	CP008720	Mobilizable	CP002518	0	1537	NC_016903	1178	1233	1294	1370	1462	1569	1677	1834	1989	2176	3306
NC_016904	1	103795	49.97543234	IncI-gamma/K1	CP002968	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	HM021326	Conjugative	CP002517	0	13	NC_016904	2699	2806	2924	3078	3257	3506	3792	4204	4768	5578	10455
NC_016905	1	80698	44.65786017	rep_cluster_559	001957__NC_016905_00028	MOBF	NC_017572_00015	MPF_F	NC_009661_00054,NC_009999_00027,NC_011668_00013,NC_011665_00028,NC_009999_00033,NC_011668_00020,NC_011668_00023,NC_011668_00024,NC_017572_00033,NC_009661_00070,NC_017570_00018,NC_011665_00018	-	-	Conjugative	CP002384	0	4052	NC_016905	1579	1654	1738	1837	1954	2101	2247	2450	2677	2955	4581
NC_016907	1	174494	65.73406535	-	-	-	-	-	-	-	-	Non-mobilizable	CP003120	0	4228	NC_016907	4181	4299	4435	4622	4841	5143	5495	6006	6758	7862	14450
NC_016936	1	54948	46.48758827	rep_cluster_286	001583__NC_016936_00022	-	-	-	-	-	-	Non-mobilizable	CP002832	0	4226	NC_016936	5166	5284	5420	5607	5826	6128	6480	6991	7743	8847	15435
NC_016942	1	24853	28.52371947	rep_cluster_1017,rep_cluster_1017,rep_cluster_2100,rep_cluster_1733	GQ900473,000261__GQ900456,AP003089,CP000737	-	-	-	-	MOBV	CP018471	Mobilizable	FR821778	0	2439	NC_016942	713	743	783	822	864	918	969	1039	1110	1197	1808
NC_016966	1	220824	52.81853422	IncFIB,IncFII,rep_cluster_2183	000107__CP014778_00094,000128__CP023916,CP017721_00179	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_014312_00141,NC_021502_00150	-	-	Conjugative	CP002474	0	821	NC_016966	2506	2611	2727	2874	3045	3276	3537	3895	4356	4959	8498
NC_016967	1	68058	33.56989626	rep_cluster_153	000892__AB611033_00005	MOBP	NC_016967_00053	MPF_unknown	KX853854,NC_007594_00029	-	-	Conjugative	AB611033	0	4224	NC_016967	2370	2473	2587	2725	2890	3106	3351	3695	4130	4697	7851
NC_016968	1	79291	63.93033257	IncP	000180__NC_006830_00001	MOBP	NC_007353_00011	MPF_T	NC_007353_00043,NC_006830_00008,NC_006830_00009,NC_019318_00040	MOBP	NC_021664	Conjugative	JF274987	0	125	NC_016968	3385	3502	3637	3821	4038	4338	4687	5191	5935	7017	13468
NC_016969	1	4536	37.41181658	rep_cluster_1377	000715__NC_016969_00004	MOBP	NC_016969_00002	-	-	-	-	Mobilizable	HE650695	0	3610	NC_016969	6524	6642	6778	6965	7184	7486	7838	8349	9101	10205	16793
NC_016970	1	12948	36.26814952	rep_cluster_554	001939__AJ550509_00002	-	-	-	-	MOBP	NC_015901	Mobilizable	HE650697	0	3525	NC_016970	998	1040	1092	1151	1219	1290	1366	1472	1593	1741	2650
NC_016971	1	14006	32.17192632	rep_cluster_554	001938__AF001314_00001	-	-	-	-	MOBP	NC_002524	Mobilizable	HE651325	0	2248	NC_016971	6065	6183	6319	6506	6725	7027	7379	7890	8642	9746	16334
NC_016972	1	73285	70.94357645	-	-	-	-	-	-	-	-	Non-mobilizable	CP003277	0	4221	NC_016972	3104	3216	3346	3522	3723	4008	4343	4814	5494	6481	12383
NC_016973	1	5265	42.0702754	-	-	MOBP,MOBF	NC_010069_00004,NC_019255_00001	-	-	-	-	Mobilizable	FR798946	0	2175	NC_016973	1515	1590	1672	1769	1883	2021	2161	2355	2569	2826	4386
NC_016974	1	178277	51.43961363	IncC,rep_cluster_1254	000092__CP025470,000562__KT346360_00001	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	JN687470	0	152	NC_016974	2834	2943	3065	3226	3415	3676	3971	4403	5015	5909	11208
NC_016975	1	7604	40.41294056	-	-	-	-	-	-	-	-	Non-mobilizable	JN793951	0	2959	NC_016975	1019	1063	1115	1177	1245	1319	1396	1508	1632	1784	2713
NC_016976	1	170810	52.99982437	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_016976_00061,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	-	-	Conjugative	JQ010984	0	152	NC_016976	2898	3008	3135	3301	3496	3760	4063	4507	5143	6060	11574
NC_016977	1	2252	41.42984014	rep_cluster_690	002159__JN872565	-	-	-	-	-	-	Non-mobilizable	JN872565	0	4218	NC_016977	2028	2121	2225	2347	2490	2681	2884	3170	3525	3945	6421
NC_016978	1	84204	64.79027125	IncP	000177__AB237782_00014	MOBP	NC_016978_00054	MPF_T	NC_007353_00043,NC_006830_00008,NC_006830_00009,NC_019318_00040	MOBP	NZ_CP009107	Conjugative	JF274989	0	125	NC_016978	3385	3502	3637	3821	4038	4338	4688	5192	5936	7019	13475
NC_016979	1	5247	49.24718887	rep_cluster_2373	LT985313_00005	MOBP	NC_016979_00005	-	-	MOBP	NZ_CP011140	Mobilizable	CP002473	0	1496	NC_016979	1016	1060	1112	1173	1241	1315	1391	1499	1623	1774	2699
NC_016980	1	267242	46.69962057	IncFIB,IncHI1B	CP024497_00001,JN420336	MOBH	NC_016980_00239	MPF_F	NC_023911_00309,NC_018107_00235,NC_016980_00099,NC_016980_00109,NC_016980_00110,NC_018107_00101,NC_016980_00240	-	-	Conjugative	JN420336	0	4070	NC_016980	2783	2891	3011	3169	3355	3609	3897	4321	4925	5804	11024
NC_016981	1	4572	35.32370954	Inc11	000048__NC_016981_00002	MOBV	NC_016981_00005	-	-	-	-	Mobilizable	HE650696	0	4214	NC_016981	559	581	610	638	669	707	744	798	849	910	1387
NC_016982	1	68798	34.34547516	-	-	MOBP	NC_016982_00015	MPF_T	NC_016982_00029	-	-	Conjugative	HE651326	0	4212	NC_016982	4885	5003	5139	5326	5545	5847	6199	6710	7462	8566	15154
NC_016983	1	204052	43.18605061	rep_cluster_1134	000413__KX957972	MOBH	NC_016983_00061	MPF_F	NC_016983_00062,NC_016983_00068,NC_016983_00069,NC_016983_00071,NC_016983_00076,NC_016983_00079,NC_016983_00081,NC_016983_00200	-	-	Conjugative	AB571865	0	4210	NC_016983	2742	2849	2967	3123	3304	3557	3844	4262	4855	5719	10786
NC_017019	1	33246	41.23202791	rep_cluster_172	001134__CP003145_00001	MOBQ	NC_011352_00007	-	-	-	-	Mobilizable	CP003145	0	4207	NC_017019	1864	1950	2043	2154	2289	2467	2650	2901	3204	3559	5603
NC_017021	1	22851	33.39897597	rep_cluster_41	001733__CP015015	-	-	-	-	-	-	Non-mobilizable	CP003337	0	4198	NC_017021	1249	1311	1375	1453	1550	1664	1781	1941	2105	2302	3489
NC_017023	1	3847	38.99142189	rep_cluster_1077	000325__NC_017023_00001	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP003353	0	621	NC_017023	87	88	89	90	93	96	99	103	111	120	164
NC_017024	1	4119	36.80504977	rep_cluster_935	002420__CP003354_00001	MOBV	NC_017024_00005	-	-	-	-	Mobilizable	CP003354	0	619	NC_017024	130	132	137	140	148	155	160	169	181	195	282
NC_017029	1	18263	32.19076822	rep_cluster_16	000975__CP003336	MOBQ	NC_013938_00014	-	-	-	-	Mobilizable	CP003336	0	4203	NC_017029	1423	1496	1571	1660	1768	1897	2027	2206	2400	2635	4068
NC_017032	1	56520	35.38747346	rep_cluster_889	CP003352	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	CP003352	0	2751	NC_017032	1733	1817	1908	2018	2147	2314	2481	2710	2984	3314	5186
NC_017035	1	5360	47.48134328	-	-	MOBF,MOBP	NC_019255_00001,NC_019214_00002	-	-	-	-	Mobilizable	CP003314	0	2172	NC_017035	2099	2195	2301	2424	2569	2761	2972	3273	3635	4078	6712
NC_017041	1	26610	33.72792183	rep_cluster_41	001733__CP015015	MOBQ	NC_017041_00025	-	-	-	-	Mobilizable	CP003339	0	4197	NC_017041	1653	1730	1817	1920	2041	2198	2357	2567	2812	3104	4805
