GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
NC_010486	1	4074	49.55817378	rep_cluster_1778	001198__NC_010486_00001	MOBQ	NC_011411_00002	-	-	MOBQ,MOBQ	NC_010672,NC_016036	Mobilizable	CP000973	0	1924	NC_010486	2264	2518	2787	3127	3568	4122	4693	5307	6018	6870	10057
NC_010487	1	3565	43.02945302	rep_cluster_2358	CP000974_00005	-	-	-	-	-	-	Non-mobilizable	CP000974	0	1510	NC_010487	2264	2518	2787	3038	3291	3526	3777	4072	4429	4889	6501
NC_010488	1	130440	50.81186753	rep_cluster_2244,IncFIB	CP033091_00053,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	-	-	Conjugative	CP000971	0	756	NC_010488	2264	2518	2787	3127	3568	4168	4898	5723	6777	8107	13111
NC_010500	1	6478	50.72553257	-	-	-	-	-	-	-	-	Non-mobilizable	NC_010500	0	2659	NC_010500	2264	2518	2787	3127	3568	4168	4959	5872	7105	8879	15211
NC_010502	1	27836	61.00732864	-	-	-	-	-	-	-	-	Non-mobilizable	CP001007	0	5219	NC_010502	1632	1737	1821	1920	2039	2139	2255	2406	2599	2832	3700
NC_010504	1	22114	61.06086642	-	-	-	-	-	-	-	-	Non-mobilizable	CP001008	0	5221	NC_010504	3116	3473	3846	4318	4894	5593	6419	7332	8567	10344	16684
NC_010507	1	21022	65.13176672	-	-	-	-	-	-	-	-	Non-mobilizable	CP001009	0	4987	NC_010507	3316	3673	4046	4518	5094	5793	6619	7532	8767	10544	16884
NC_010509	1	47003	62.4789907	rep_cluster_2042	001468__CP004401	MOBP	NC_020798_00016	MPF_T	NC_010509_00036,NC_010509_00039,NC_020798_00025,NC_010509_00042	-	-	Conjugative	CP001003	0	3174	NC_010509	2264	2497	2681	2879	3096	3294	3509	3772	4103	4527	5971
NC_010514	1	42985	63.23368617	-	-	MOBF	NC_010514_00001	MPF_T	NC_010514_00010	-	-	Conjugative	CP001004	0	5217	NC_010514	1629	1734	1817	1916	2035	2135	2251	2402	2595	2828	3696
NC_010517	1	37743	63.688631	-	-	MOBP	NC_010517_00039	-	-	-	-	Mobilizable	CP001005	0	5218	NC_010517	1629	1734	1818	1917	2036	2136	2252	2403	2596	2829	3697
NC_010518	1	36410	62.01592969	rep_cluster_433	001775__CP001006_00027	MOBP	NC_010517_00039	-	-	-	-	Mobilizable	CP001006	0	5214	NC_010518	1630	1735	1819	1918	2037	2137	2253	2404	2597	2830	3698
NC_010523	1	29924	35.87421468	rep_cluster_640	002096__NC_010523_00001	MOBP	NC_002126_00002	-	-	MOBP	CP019995	Mobilizable	AB362339	0	3594	NC_010523	2249	2439	2604	2786	2984	3159	3351	3595	3901	4300	5572
NC_010539	1	39620	36.79959616	rep_cluster_118	000462__CP000808_00019	-	-	-	-	-	-	Non-mobilizable	CP000808	0	5213	NC_010539	3327	3684	4057	4529	5105	5804	6630	7543	8778	10555	16895
NC_010540	1	20034	32.70440252	rep_cluster_2300	AB290882	-	-	-	-	MOBV	JN172910	Mobilizable	AB290882	0	2142	NC_010540	2264	2518	2787	3127	3568	4075	4589	5148	5769	6514	9335
NC_010541	1	31856	41.45843797	-	-	MOBF	NC_010541_00008	-	-	-	-	Mobilizable	CP000809	0	5212	NC_010541	416	429	435	450	466	483	504	520	534	552	685
NC_010542	1	14685	38.09329248	-	-	MOBQ	CP000810_00004	-	-	-	-	Mobilizable	CP000810	0	5211	NC_010542	3326	3683	4056	4528	5104	5803	6629	7542	8777	10554	16894
NC_010543	1	10244	36.96798126	rep_cluster_1940	001381__NC_010543_00011	MOBP	NC_010543_00005	-	-	-	-	Mobilizable	CP000811	0	5210	NC_010543	415	428	434	449	465	482	503	519	533	551	684
NC_010549	1	4885	37.05220061	-	-	-	-	-	-	-	-	Non-mobilizable	CP001023	0	5207	NC_010549	1223	1304	1365	1449	1549	1632	1723	1861	2032	2240	2976
NC_010553	1	301592	61.18862569	rep_cluster_526	001901__CP001028_00076	MOBP	NC_010553_00087	MPF_T	NC_010553_00001,NC_010553_00005,NC_010553_00071	-	-	Conjugative	CP001028	0	5204	NC_010553	2882	3239	3612	4084	4660	5359	6185	7098	8333	10110	16450
NC_010558	1	168113	51.26194881	IncFIA,IncFIC,IncFIA,IncFIC,IncFIA,IncFIB	000094__NZ_CP015070_00117,AP001918,CP042629_00001,AY458016,MK878891_00042,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	-	-	Conjugative	AM886293	0	761	NC_010558	2264	2518	2787	3127	3568	4168	4898	5723	6833	8409	14256
NC_010578	1	66727	54.3183419	rep_cluster_499	001869__CP001018_00013	-	-	-	-	-	-	Non-mobilizable	CP001018	0	5199	NC_010578	376	384	388	401	414	431	450	465	477	495	620
NC_010579	1	38297	49.20489856	rep_cluster_1323	000642__JX548317	MOBP	NC_010579_00024	MPF_T	NC_010579_00002,NC_010579_00004,NC_010579_00023	-	-	Conjugative	CP001012	0	3334	NC_010579	1824	1946	2039	2150	2279	2396	2535	2715	2937	3217	4156
NC_010580	1	181736	56.1958005	rep_cluster_2043	001469__CP001017_00055	MOBF	NC_010580_00017	MPF_I	NC_010580_00002,NC_010580_00010,NC_010580_00185,NC_010580_00186	-	-	Conjugative	CP001017	0	5198	NC_010580	375	383	387	400	413	430	449	464	476	494	619
NC_010600	1	65158	57.12422112	rep_cluster_355	001670__CP002577_00032	MOBQ,MOBP	NC_015854_00019,NC_004734_00005	-	-	MOBP	CP016705	Mobilizable	EU421841	0	4428	NC_010600	1810	1931	2023	2132	2260	2374	2511	2689	2910	3190	4126
NC_010603	1	12160	39.95888158	-	-	-	-	-	-	-	-	Non-mobilizable	EU583804	0	3066	NC_010603	2254	2444	2609	2792	2992	3169	3362	3606	3912	4311	5583
NC_010604	1	23317	67.86035939	rep_cluster_1566	000935__CP000895_00021	MOBF	NC_010394_00018	-	-	-	-	Mobilizable	CP000895	0	5196	NC_010604	900	943	963	1008	1048	1087	1136	1189	1226	1290	1587
NC_010606	1	64366	33.40117453	rep_cluster_734	002211__NC_010606_00001	MOBF	HG977527_00048	MPF_F	NC_017163_00020,NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00076,NC_010606_00078,NC_010606_00079,NC_010606_00080,NC_017163_00053	-	-	Conjugative	CP000865	0	2926	NC_010606	2264	2518	2787	3127	3420	3699	4000	4335	4736	5263	7104
NC_010614	1	82266	45.46228089	rep_cluster_1528	000883__NC_010614_00085	MOBF	NC_010614_00034	MPF_F	NC_010614_00009,NC_010614_00012,NC_010614_00013,NC_010614_00015,NC_010614_00016,NC_010614_00019,NC_010614_00020,NC_010614_00023,NC_010614_00024,NC_010614_00029	-	-	Conjugative	EU573358	0	5194	NC_010614	3115	3472	3845	4317	4893	5592	6418	7331	8566	10343	16683
NC_010615	1	3321	38.39205059	-	-	MOBV	NC_006374_00002	-	-	-	-	Mobilizable	EU595645	0	5192	NC_010615	547	565	572	592	609	627	653	673	687	721	931
NC_010616	1	2916	28.84087791	rep_cluster_1281	000528__EF537646_00002	-	-	-	-	-	-	Non-mobilizable	EF537646	0	581	NC_010616	2264	2518	2787	3127	3612	4310	5134	6047	7280	9054	15386
NC_010621	1	14173	41.14160728	rep_cluster_2013	001449__EU596446	MOBV	HE662694_00003	-	-	-	-	Mobilizable	EU596446	0	3074	NC_010621	2264	2518	2770	2999	3243	3473	3715	4003	4355	4801	6370
NC_010626	1	2908	29.36726272	rep_cluster_1230	000530__NC_010626_00002	-	-	-	-	-	-	Non-mobilizable	EU602348	0	576	NC_010626	2264	2518	2787	3127	3553	3967	4396	4867	5393	5995	8132
NC_010629	1	26419	42.32938416	-	-	MOBP	NC_010629_00006	-	-	-	-	Mobilizable	CP001042	0	5186	NC_010629	1383	1475	1549	1645	1751	1842	1941	2081	2255	2466	3222
NC_010630	1	123028	40.92483012	-	-	MOBF	NC_010630_00010	MPF_T	NC_010630_00013	-	-	Conjugative	CP001040	0	5177	NC_010630	1379	1470	1541	1636	1742	1833	1932	2072	2246	2457	3213
NC_010631	1	354564	40.51229115	rep_cluster_317	001628__CP001039_00129	MOBF	NC_010631_00034	MPF_T	NC_010631_00038	-	-	Conjugative	CP001038	0	5179	NC_010631	1378	1469	1540	1635	1741	1832	1931	2071	2245	2456	3212
NC_010632	1	254918	40.65464188	rep_cluster_317	001628__CP001039_00129	MOBV	NC_010632_00237	MPF_T	NC_003276_00217	-	-	Conjugative	CP001039	0	5181	NC_010632	1376	1467	1538	1633	1739	1830	1929	2069	2243	2454	3210
NC_010633	1	65940	41.45283591	-	-	MOBP,MOBV	AP018334_00018,CP001041_00056	-	-	-	-	Mobilizable	CP001041	0	5178	NC_010633	1380	1471	1542	1637	1743	1834	1933	2073	2247	2458	3214
NC_010635	1	69812	44.68859222	IncFII,rep_cluster_645	CP001049,002101__NC_004564_00056	MOBF	NC_010157_00072	-	-	-	-	Mobilizable	CP001049	0	1120	NC_010635	2264	2518	2787	3127	3568	4114	4684	5295	6001	6847	9939
NC_010643	1	39792	56.72999598	IncW	000213__AM901564_00031	MOBF	NC_010643_00013	MPF_T	NC_009982_00017,NC_009982_00013,NC_009982_00012,NC_010716_00016,NC_010643_00022	MOBF	NC_001373	Conjugative	AM901564	0	138	NC_010643	2264	2518	2787	3127	3564	3987	4423	4900	5431	6038	8194
NC_010675	1	4583	43.22496182	rep_cluster_1403	000745__EU636993_00001	MOBP	NC_010675_00004	-	-	-	-	Mobilizable	EU636993	0	3679	NC_010675	2264	2518	2869	3338	3913	4611	5435	6348	7581	9355	15687
NC_010679	1	121122	58.30815211	rep_cluster_948	002431__CP001054_00163	MOBF	NC_010679_00105	MPF_T	NC_010679_00104,NC_010679_00111,NC_010679_00113,NC_010679_00115,NC_010679_00116	-	-	Conjugative	CP001054	0	5175	NC_010679	3114	3471	3844	4316	4892	5591	6417	7330	8565	10342	16682
NC_010680	1	47642	24.95277276	rep_cluster_328	001641__KT901798_00004	MOBP	NC_010680_00015	MPF_T	NC_010680_00005	-	-	Conjugative	CP001057	0	5173	NC_010680	580	604	612	635	655	678	706	732	749	791	1018
NC_010683	1	80934	60.40848098	rep_cluster_1705	001114__NC_012851_00007	-	-	MPF_T	NC_010683_00061,NC_010683_00066	-	-	Non-mobilizable	CP001070	0	4905	NC_010683	851	894	912	957	994	1032	1081	1132	1168	1230	1526
NC_010684	1	2531	30.62030818	rep_cluster_1017	EU350088	-	-	-	-	-	-	Non-mobilizable	EU350088	0	568	NC_010684	2264	2518	2787	3127	3553	3974	4406	4880	5409	6013	8159
NC_010685	1	2473	30.812778	rep_cluster_1947	NC001390	-	-	-	-	-	-	Non-mobilizable	CP010404	0	611	NC_010685	2264	2518	2787	3127	3568	4063	4539	5045	5615	6303	8798
NC_010686	1	2412	30.67993367	rep_cluster_1947	NC001390	-	-	-	-	-	-	Non-mobilizable	EU350090	0	611	NC_010686	2264	2518	2787	3127	3568	4063	4539	5045	5615	6303	8813
NC_010687	1	3011	28.9936898	rep_cluster_1017	GQ900473	-	-	-	-	-	-	Non-mobilizable	EU168704	0	548	NC_010687	2264	2518	2787	3127	3568	4055	4515	5011	5575	6247	8691
NC_010715	1	17207	34.16051607	-	-	-	-	-	-	-	-	Non-mobilizable	CP001035	0	5171	NC_010715	3842	4199	4572	5044	5620	6319	7145	8058	9293	11070	17410
NC_010719	1	225683	48.33771263	IncFIA	CP026817_00197	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_010719_00096,NC_010719_00097,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	CP002180	Conjugative	CP001064	0	2373	NC_010719	2264	2518	2787	3127	3568	4027	4476	4960	5501	6132	8389
NC_010720	1	75089	51.50021974	IncFIC,IncFIA	AY458016,CP022610_00144	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017630_00031,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_010719_00097,NC_010719_00096	MOBF	CP015086	Conjugative	CP001065	0	95	NC_010720	2264	2518	2787	3127	3568	4168	4980	5893	7126	8900	15232
NC_010721	1	23392	66.79206566	-	-	-	-	-	-	-	-	Non-mobilizable	CP001031	0	2168	NC_010721	2172	2337	2471	2626	2806	2970	3151	3387	3669	4025	5155
NC_010722	1	2140	45.79439252	-	-	-	-	-	-	-	-	Non-mobilizable	EU410482	0	1980	NC_010722	1776	1892	1981	2090	2216	2330	2463	2636	2851	3130	4059
NC_010724	1	8689	35.70031074	rep_cluster_399	001721__NC_010724_00008	-	-	-	-	-	-	Non-mobilizable	CP001036	0	5170	NC_010724	3841	4198	4571	5043	5619	6318	7144	8057	9292	11069	17409
NC_010726	1	41723	48.280325	IncFII	000117__EU383016_00001	-	-	MPF_T	NC_013284_00016,NC_010726_00011,NC_005814_00013,NC_010726_00014	-	-	Non-mobilizable	EU383016	0	2001	NC_010726	2264	2518	2787	3127	3568	4131	4708	5328	6048	6908	10145
NC_010727	1	25164	64.86250199	-	-	-	-	-	-	-	-	Non-mobilizable	CP001030	0	2167	NC_010727	2172	2337	2470	2625	2805	2969	3149	3385	3667	4023	5153
NC_010728	1	7185	39.0118302	rep_cluster_49	001854__CP002848	-	-	-	-	-	-	Non-mobilizable	EF432638	0	3072	NC_010728	2034	2174	2292	2421	2573	2712	2868	3083	3344	3680	4737
NC_010733	1	11237	45.51036754	-	-	-	-	-	-	-	-	Non-mobilizable	EU156059	0	2899	NC_010733	1287	1375	1438	1524	1624	1709	1803	1942	2115	2323	3071
NC_010795	1	15079	41.60753366	rep_cluster_1875	001311__EU715370_00012	MOBP	NC_019361_00015	-	-	-	-	Mobilizable	EU715370	0	1355	NC_010795	2264	2518	2787	3127	3568	4168	4898	5625	6449	7453	11371
NC_010796	1	4241	52.72341429	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP017079	Mobilizable	EU697813	0	1718	NC_010796	2264	2518	2787	3127	3619	4317	5141	6054	7287	9061	15393
NC_010815	1	77113	52.9651291	rep_cluster_739	002216__CP001090_00037	MOBP	NC_010815_00070	-	-	-	-	Mobilizable	CP001090	0	5166	NC_010815	3840	4197	4570	5042	5618	6317	7143	8056	9291	11068	17408
NC_010844	1	74116	37.46829295	rep_cluster_1752	001172__NC_010846_00001	-	-	-	-	-	-	Non-mobilizable	CP000788	0	5165	NC_010844	3325	3682	4055	4527	5103	5802	6628	7541	8776	10553	16893
NC_010847	1	18563	62.0104509	rep_cluster_1420	000762__KU922118	MOBQ	NC_010847_00014	-	-	-	-	Mobilizable	GQ410978	0	5160	NC_010847	2727	3084	3457	3929	4505	5204	6030	6943	8178	9955	16295
NC_010848	1	45519	66.62272897	-	-	MOBP	NC_010848_00048	-	-	-	-	Mobilizable	D26094	0	5158	NC_010848	2726	3083	3456	3928	4504	5203	6029	6942	8177	9954	16294
NC_010849	1	32759	66.86406789	rep_cluster_1554	000922__DQ322649_00028	-	-	-	-	-	-	Non-mobilizable	DQ322649	0	5149	NC_010849	3839	4196	4569	5041	5617	6316	7142	8055	9290	11067	17407
NC_010851	1	54288	72.13012084	rep_cluster_1879,rep_cluster_1910	001314__CP003276_00049,001348__DQ322651_00009	-	-	-	-	-	-	Non-mobilizable	DQ322651	0	5147	NC_010851	885	928	948	993	1033	1072	1121	1174	1211	1275	1572
NC_010852	1	23290	68.44139116	rep_cluster_740	002218__EU149765	-	-	-	-	-	-	Non-mobilizable	EU149765	0	5144	NC_010852	3838	4195	4568	5040	5616	6315	7141	8054	9289	11066	17406
NC_010853	1	6823	36.94855635	-	-	-	-	-	-	-	-	Non-mobilizable	EF015591	0	5143	NC_010853	3324	3681	4054	4526	5102	5801	6627	7540	8775	10552	16892
NC_010854	1	3607	26.25450513	rep_cluster_701	002168__DQ318776	-	-	-	-	-	-	Non-mobilizable	DQ318776	0	5107	NC_010854	559	582	590	613	632	653	681	705	721	757	977
NC_010855	1	2251	46.20168814	rep_cluster_1814	001234__NC_010888_00004	-	-	-	-	-	-	Non-mobilizable	DQ227323	0	5120	NC_010855	1228	1309	1370	1454	1554	1637	1728	1866	2037	2245	2981
NC_010856	1	3635	26.46492435	rep_cluster_594	002025__DQ318777	-	-	-	-	-	-	Non-mobilizable	DQ318777	0	5108	NC_010856	559	582	590	613	632	654	682	706	722	758	978
NC_010857	1	4896	61.84640523	rep_cluster_1152	000433__CP002796_00002	MOBQ	NC_011332_00003	-	-	-	-	Mobilizable	DQ458910	0	2148	NC_010857	639	673	681	708	730	754	789	824	847	897	1153
NC_010858	1	3724	28.27604726	rep_cluster_853	002335__EF050075_00003	MOBP	NC_010858_00001	-	-	-	-	Mobilizable	EF050075	0	5142	NC_010858	84	84	84	84	84	85	90	95	96	99	117
NC_010859	1	6710	37.73472429	-	-	-	-	-	-	-	-	Non-mobilizable	DQ295022	0	5140	NC_010859	1227	1308	1369	1453	1553	1636	1727	1865	2036	2244	2980
NC_010860	1	32950	41.20182094	IncX1	000215__KC853434_00019	MOBP	NC_019096_00001	MPF_T	NC_023277_00163,NC_013503_00034,NC_019067_00043,NC_010860_00022,NC_017624_00009	-	-	Conjugative	EU219533	0	44	NC_010860	2264	2518	2787	3127	3568	4168	4898	5723	6761	8041	12990
NC_010861	1	3680	65.10869565	rep_cluster_1351	000669__NC_004252_00011	MOBQ	NC_015066_00001	-	-	-	-	Mobilizable	DQ458911	0	2151	NC_010861	639	673	681	708	730	754	788	823	845	894	1146
NC_010863	1	4359	37.23331039	Inc13	000063__EF452232_00003	-	-	-	-	-	-	Non-mobilizable	EF452232	0	3407	NC_010863	116	116	117	119	120	123	130	135	137	143	170
NC_010864	1	11661	34.2166195	Inc18	AB290882	-	-	-	-	-	-	Non-mobilizable	DQ220741	0	2141	NC_010864	2264	2518	2787	3127	3568	4075	4597	5182	5845	6644	9559
NC_010865	1	181251	58.6744349	rep_cluster_590	002015__EF066650_00001	MOBQ	NC_010865_00150	MPF_T	NC_010865_00147,NC_010865_00164,NC_010865_00170	-	-	Conjugative	EF066650	0	4493	NC_010865	2085	2231	2350	2480	2638	2777	2939	3158	3425	3768	4855
NC_010867	1	7318	43.91910358	rep_cluster_1375	000711__NC_010867_00005	-	-	-	-	-	-	Non-mobilizable	DQ223897	0	2059	NC_010867	2347	2703	3074	3543	4118	4816	5640	6553	7786	9560	15892
NC_010870	1	269674	46.09157724	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_017484	Conjugative	EF382672	0	922	NC_010870	2264	2518	2787	3127	3568	4168	4898	5723	6754	8006	12795
NC_010871	1	2248	46.04092527	rep_cluster_1814	001234__NC_010888_00004	-	-	-	-	-	-	Non-mobilizable	DQ227324	0	5120	NC_010871	1228	1309	1370	1454	1554	1637	1728	1866	2037	2245	2983
NC_010872	1	15143	62.39846794	rep_cluster_1061	000305__NC_010872_00007	-	-	-	-	-	-	Non-mobilizable	AY780631	0	3169	NC_010872	2264	2497	2681	2878	3089	3279	3486	3743	4062	4476	5869
NC_010873	1	2175	42.57471264	-	-	-	-	-	-	-	-	Non-mobilizable	EF221636	0	5138	NC_010873	3837	4194	4567	5039	5615	6314	7140	8053	9288	11065	17405
NC_010874	1	4335	65.02883506	-	-	-	-	-	-	-	-	Non-mobilizable	DQ399903	0	4831	NC_010874	392	401	405	418	432	449	468	483	496	514	644
NC_010875	1	5030	36.75944334	rep_cluster_1827	001247__NC_010875_00002	MOBV	NC_010875_00006	-	-	-	-	Mobilizable	DQ367664	0	600	NC_010875	2264	2508	2697	2896	3113	3313	3533	3799	4131	4556	6039
NC_010876	1	26721	61.43482654	rep_cluster_1061	000305__NC_010872_00007	MOBP	NZ_CM002269_00016	MPF_T	NC_010876_00023,NC_010876_00027	-	-	Conjugative	AY780632	0	3169	NC_010876	2264	2497	2681	2878	3089	3279	3486	3743	4061	4475	5864
NC_010877	1	4815	59.27310488	rep_cluster_330	001644__DQ103758_00002	-	-	-	-	-	-	Non-mobilizable	DQ103758	0	5137	NC_010877	3836	4193	4566	5038	5614	6313	7139	8052	9287	11064	17404
NC_010878	1	21248	68.64646084	rep_cluster_193	001370__EF407946	-	-	-	-	-	-	Non-mobilizable	EF407946	0	4321	NC_010878	1474	1567	1642	1738	1848	1941	2044	2187	2361	2578	3350
NC_010880	1	21344	32.06053223	rep_cluster_185	001274__DQ198088_00024	MOBP	DQ198088_00030	-	-	-	-	Mobilizable	DQ198088	0	4011	NC_010880	2264	2518	2787	3127	3568	4075	4582	5133	5744	6483	9280
NC_010881	1	5161	38.34528192	IncP	000157__HM756641_00003	-	-	-	-	-	-	Non-mobilizable	DQ355980	0	1383	NC_010881	2264	2518	2787	3127	3568	4044	4501	4996	5557	6226	8640
NC_010882	1	9372	64.5006402	rep_cluster_334	001648__DQ629589	-	-	-	-	-	-	Non-mobilizable	DQ629589	0	4815	NC_010882	102	102	102	104	104	107	113	118	119	123	143
NC_010883	1	6750	51.3037037	rep_cluster_2150	CP040267_00002	MOBQ	NZ_AWFJ01000122_00007	-	-	MOBQ,MOBQ	NC_019013,DQ318958	Mobilizable	DQ916145	0	1915	NC_010883	2264	2518	2787	3085	3364	3631	3915	4234	4616	5106	6833
NC_010884	1	9153	33.97793073	rep_cluster_137	000691__NC_020556_00001	MOBP	NC_010884_00005	-	-	-	-	Mobilizable	DQ915941	0	3468	NC_010884	696	731	743	772	799	830	874	920	953	1012	1285
NC_010885	1	4072	49.80353635	rep_cluster_1778	001202__CP011432_00001	MOBQ	NC_011411_00002	-	-	MOBQ,MOBQ	NC_009791,NC_013503	Mobilizable	DQ311641	0	1923	NC_010885	2264	2518	2787	3127	3568	4122	4693	5307	6020	6873	10062
NC_010886	1	98264	51.79312871	IncR,rep_cluster_1418,IncFIA	000204__CP008701_00115,000759__NC_013950_00034,CP032169_00114	-	-	-	-	-	-	Non-mobilizable	DQ449578	0	852	NC_010886	2264	2518	2787	3127	3568	4168	4898	5723	6782	8131	13177
NC_010888	1	2248	46.04092527	rep_cluster_1814	001234__NC_010888_00004	-	-	-	-	-	-	Non-mobilizable	DQ227325	0	5120	NC_010888	1228	1309	1370	1454	1554	1637	1728	1866	2037	2245	2984
NC_010889	1	14393	32.93267561	rep_cluster_1582	000958__NC_010889_00001	MOBQ	NC_010889_00010	-	-	-	-	Mobilizable	DQ517426	0	3143	NC_010889	2264	2518	2787	3213	3788	4486	5310	6223	7456	9230	15562
NC_010890	1	5015	58.24526421	rep_cluster_780	002258__EF407947	-	-	-	-	-	-	Non-mobilizable	EF407947	0	5136	NC_010890	1482	1578	1653	1749	1860	1955	2060	2205	2380	2598	3371
NC_010891	1	55216	61.65423066	rep_cluster_688	002152__NC_019906_00045	MOBF	NC_019906_00069	MPF_T	NC_019906_00068	-	-	Conjugative	DQ126685	0	3358	NC_010891	2264	2518	2787	3127	3568	4153	4748	5390	6121	6994	10287
NC_010893	1	44215	39.90048626	rep_cluster_618	002067__AB169976_00026	MOBP	NC_010893_00022	-	-	-	-	Mobilizable	AB169976	0	5135	NC_010893	85	85	85	85	85	86	91	96	97	100	118
NC_010894	1	3592	43.17928731	rep_cluster_2358	CP000974_00005	-	-	-	-	MOBP	CP007658	Mobilizable	EF150947	0	1475	NC_010894	2264	2518	2787	3127	3521	3865	4217	4605	5067	5642	7664
NC_010895	1	14841	31.02890641	rep_cluster_30	001609__DQ364061_00005	-	-	-	-	-	-	Non-mobilizable	DQ364061	0	5133	NC_010895	1550	1651	1730	1827	1944	2042	2155	2305	2493	2721	3544
NC_010896	1	8271	47.05597872	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	NC_002809	Mobilizable	DQ916413	0	1117	NC_010896	2264	2518	2787	3127	3568	4168	4898	5723	6697	7907	12555
NC_010897	1	4439	45.57332733	-	-	-	-	-	-	-	-	Non-mobilizable	DQ787203	0	5127	NC_010897	1288	1376	1439	1525	1626	1711	1805	1944	2117	2325	3073
NC_010898	1	4995	51.83183183	rep_cluster_2335	EF088686_00008	MOBP	NC_011404_00002	-	-	MOBP	NZ_HG941720	Mobilizable	EF088686	0	1344	NC_010898	2264	2518	2787	3127	3568	4168	4800	5461	6218	7110	10503
NC_010899	1	2357	53.54263895	rep_cluster_1886	001319__DQ787204	-	-	-	-	-	-	Non-mobilizable	DQ787204	0	5125	NC_010899	3322	3679	4052	4524	5100	5799	6625	7538	8773	10550	16890
NC_010900	1	27075	37.75807941	rep_cluster_151	000852__NC_010900_00002	MOBP	NC_010900_00015	MPF_T	NC_010900_00028,NC_010900_00029,NC_010900_00031,NC_010900_00033	-	-	Conjugative	AB169977	0	5124	NC_010900	377	385	389	402	415	432	451	466	478	496	621
NC_010901	1	64980	32.32686981	rep_cluster_571	001973__NC_010901_00064	MOB_Unknown	JQ821353	MPF_T	NC_010901_00047	-	-	Conjugative	DQ534432	0	3512	NC_010901	2264	2518	2787	3127	3505	3841	4188	4572	5029	5597	7597
NC_010902	1	2221	61.68392616	-	-	-	-	-	-	-	-	Non-mobilizable	DQ459356	0	5123	NC_010902	86	86	86	86	86	87	92	97	98	101	120
NC_010903	1	2229	61.59712876	-	-	-	-	-	-	-	-	Non-mobilizable	DQ459357	0	5123	NC_010903	86	86	86	86	86	87	92	97	98	101	121
NC_010904	1	4715	41.08165429	rep_cluster_2350	CP035723_00002	-	-	-	-	MOB_unknown,MOBP	NC_019986,CP018844	Mobilizable	DQ286390	0	295	NC_010904	2264	2518	2787	3127	3568	4168	4898	5607	6422	7416	11301
NC_010905	1	30157	71.74122094	-	-	MOBF	NC_010905_00036	-	-	-	-	Mobilizable	EF375609	0	5121	NC_010905	378	386	390	403	416	433	452	467	479	497	623
NC_010906	1	2246	46.03739982	rep_cluster_1814	001234__NC_010888_00004	-	-	-	-	-	-	Non-mobilizable	DQ227326	0	5120	NC_010906	1228	1309	1370	1454	1554	1637	1728	1866	2037	2245	2982
NC_010907	1	3578	35.29904975	rep_cluster_1855	DQ173493	-	-	-	-	-	-	Non-mobilizable	DQ173493	0	5117	NC_010907	1760	1874	1963	2072	2198	2308	2438	2608	2821	3089	4012
NC_010908	1	2111	52.34486026	rep_cluster_888	002365__NC_010908_00001	-	-	-	-	-	-	Non-mobilizable	EU030683	0	5113	NC_010908	3835	4192	4565	5037	5613	6312	7138	8051	9286	11063	17403
NC_010909	1	6220	44.63022508	rep_cluster_64	002094__CP002342_00006	-	-	-	-	-	-	Non-mobilizable	CP002342	0	4629	NC_010909	1699	1808	1896	2000	2123	2229	2352	2516	2718	2978	3878
NC_010910	1	2163	43.08830328	-	-	-	-	-	-	-	-	Non-mobilizable	DQ787205	0	5112	NC_010910	3834	4191	4564	5036	5612	6311	7137	8050	9285	11062	17402
